reconstructed_sentence,sentence_original,pattern,matrix_language,group_code,group,participant_id,filler_count,has_fillers
即係 你 呢啲 唔係 唔會 面對面 講 就係 有陣時 measage 下 咁 咯,"即係你呢啲唔係唔會面對面講,就係有陣時measage下咁咯.",C9-E1-C3,Cantonese,I,Immersed,ACI2014,0,False
都 係 亞洲 人 多,都係亞洲人多.,C5,Cantonese,I,Immersed,ACI2014,0,False
都 係 依依 家 做嘢 同時 就 白人 啦 印度人 印度人 多," 都係依依家做嘢,同時就白人啦,印度人,印度人多.",C12,Cantonese,I,Immersed,ACI2014,0,False
咁 其實 都 幾 難講 喔 呢啲 嘢 Quality 有無 話 真係 有啲 特別 嘅 quality 但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比較 開放 我 覺得 香港人 最緊要 係 um 即係 適應 能力 強 咁 呀 就 即係 你 唔好 話 我 喺 一個 香港人 所以 我 要 差 啲 乜嘢 但係 最緊要 就係 open mind 呀 適應 力 強 呀 同埋 即係 不 死 嘅 精神 嘅 呀 咁 樣 香港 香港 長大 香港 出世 嗰啲 就 唔使 講 啦,"咁其實,都幾難講喔呢啲嘢.Quality有無話真係有啲特別嘅quality,但係我覺得個——即係其實,最緊要我覺得都係比較開放——我覺得香港人最緊要係,um,即係適應能力強,咁呀,就,即係你唔好話我喺一個香港人所以我要差啲乜嘢,但係最緊要就係open-mind呀,適應力強呀,同埋即係不死嘅精神嘅呀.咁樣香港香港長大,香港出世嗰啲就唔使講啦.",C8-E1-C6-E1-C18-E1-C24-E2-C25,Cantonese,I,Immersed,ACI2014,1,True
中 個人 咁 啊 我 覺得 我 覺得 啦 哈 咁 最緊要 有 識得 中國 嘅 文化 啦 咁 譬如 我 道教 我 道教 即係 born raised as 道教 思想 咁 樣 我 就識 得 節 起碼 知道 咩叫 做節 氣 呀 咁 樣 舊曆 呀 或者 知道 乜嘢 叫做 五行 啦 即係 嗰 類 囉 咁 或者 咩叫 做 um 拜神 啦 即係 知道 乜嘢 叫 拜神 得 唔 一定要 做 嘅 就係 知道 呢啲 嘢 中 国 嘅 文化 咯,"中個人咁啊,我覺得我覺得啦哈,咁最緊要有識得中國嘅文化啦.咁譬如我道教我道教即係,born——raised as道教思想咁樣,我就識得節——起碼知道咩叫做節氣呀,咁樣,舊曆呀,或者,知道乜嘢叫做五行啦,即係嗰類囉.咁或者咩叫做,um,拜神啦,即係知道乜嘢叫拜神得唔一定要做嘅,就係知道呢啲嘢.中国嘅文化咯.",C25-E3-C32-E1-C21,Cantonese,I,Immersed,ACI2014,3,True
美國人 就 自由 囉 即係 即係 即係 諗 到 嘢 就 想 去 做 真 嘅 美國人 就 同埋 就可以 做到 囉 同埋 行動 力 高 囉,"美國人就,自由囉.即係即係即係諗到嘢就想去做,真嘅美國人就.同埋就可以做到囉,同埋行動力高囉.",C27,Cantonese,I,Immersed,ACI2014,0,False
佢哋 應該 就係 美國人 啦 但係 呢 我 就 想 因為 我 個 仔 喺度 出世 咁 我 其實 我 想 佢 又 識得 中國 嘅 文化 所以 我 想 佢 溝 少少 中國人 咁 樣 啦 咁 又 講 唔 上 係 香港人 因為 佢 唔係 香港 出世 咁 但係 我 有 想 佢 有啲 即係 適應 能力 強 呀 不 死 精神 呀 同埋 open mind 嗰啲 全部 嗰啲 trend,"佢哋應該就係美國人啦.但係呢,我就想,因為我個仔喺度出世,咁我其實我想佢又識得中國嘅文化.所以我想佢溝少少中國人咁樣啦.咁又講唔上係香港人因為佢唔係香港出世.咁但係我有想佢有啲即係適應能力強呀,不死精神呀,同埋open mind嗰啲全部嗰啲trend.",C66-E2-C3-E1,Cantonese,I,Immersed,ACI2014,1,True
咁 啊 我 覺得 我 覺得 如果 要 用 呢個 term 嘅話 就係 啦 即係 你 或者 或者 可以 講話 攞 香港 身份證 都 可以 係 香港人 咁 technically 都 係 嘅 但係 要 要 喺 香港 嘅 文化 嗰度 長大 先 要 攞 咗 身份證 你 都 唔 一定 係 香港 嗰度 接受 嗰啲 文化 架 嘛," 咁啊.我覺得我覺得如果要用呢個term嘅話就係啦.即係你或者或者可以講話攞香港身份證都可以係,香港人,咁,technically都係嘅,但係要要喺香港嘅文化嗰度長大先,要攞咗身份證,你都唔一定係香港嗰度接受嗰啲文化架嘛.",C10-E1-C17-E1-C29,Cantonese,I,Immersed,ACI2014,2,True
係 咯,係咯.,C2,Cantonese,I,Immersed,ACI2014,0,False
要 接受 咯 要 接受 啲 文化 囉,"要接受咯,要接受啲文化囉.",C8,Cantonese,I,Immersed,ACI2014,0,False
Um 我 都 唔知 我 話 識 唔 識 普通話 好 但係 即係 即係 少少 普通話 咁 樣 囉,"Um我都唔知我話識唔識普通話好,但係即係即係少少普通話咁樣囉.",E1-C18,Cantonese,I,Immersed,ACI2014,2,True
無 㗎 啦,無㗎啦.,C3,Cantonese,I,Immersed,ACI2014,0,False
Um 英文 就 返工 要 用 喇 咁 啊 出去 買嘢 食 都 要 用 英文 啦 咁 啊 係 咯 但係 出面 買嘢 食 咁 一半 一半 嘅 中文 英文 一半 一半 咁 樣 咁 啊 普通話 居多 啦 依度 就 Um 係 囉 就係 咁 樣 都 係 出去 即係 同 啲 朋友 嘅話 都 係 用 廣東話 多 其實 廣東話 咁 呀 係 啦," Um,英文就返工要用喇,咁啊出去買嘢食都要用英文啦.咁啊係咯,但係出面買嘢食咁,一半一半嘅,中文英文一半一半咁樣.咁啊普通話居多啦依度就.Um.係囉.就係咁樣都係出去——即係同啲朋友嘅話都係用廣東話多,其實廣東話咁呀,係啦.",E1-C41-E1-C24,Cantonese,I,Immersed,ACI2014,5,True
屋企 都 用 廣東話 吧,屋企都用廣東話吧?,C5,Cantonese,I,Immersed,ACI2014,0,False
佢哋 講 廣東話 嘅,佢哋講廣東話嘅.,C4,Cantonese,I,Immersed,ACI2014,0,False
Uh because I want them to know more languages,Uh because I want them to know more languages.,E9,English,I,Immersed,ACI2014,1,True
"Yes,only,well You don't need to speak Eng Chinese to know Chinese culture.So that's that's why.I want them to know more,um,languages","Yes,only,well——You don't need to speak Eng——Chinese to know Chinese culture.So that's that's why.I want them to know more,um,languages.",E20,English,I,Immersed,ACI2014,0,False
Hong Kong English,Hong Kong English.,E3,English,I,Immersed,ACI2014,0,False
I don't feel It's it's still English So as long as he understands then it's okay,"I don't feel——It's, it's still English. So as long as he understands then it's okay.",E16,English,I,Immersed,ACI2014,0,False
I haven't haven't had any negative comments yet,I haven't haven't had any negative comments yet.,E8,English,I,Immersed,ACI2014,0,False
"No,no any comments.For me","No,no any comments.For me.",E4,English,I,Immersed,ACI2014,0,False
What do you mean by variety,What do you mean by variety?,E6,English,I,Immersed,ACI2014,0,False
I don't I don't really have any like variety Just English,"I don't, I don't really, have any, like variety. Just English.",E11,English,I,Immersed,ACI2014,0,False
Just some little comments saying that like they will ask eh iif Hongkong people will speak Cantonese faster That's about it,"Just some little comments saying that, like they will ask eh iif, Hongkong people will speak Cantonese faster. That's about it.",E21,English,I,Immersed,ACI2014,1,True
"Fast,yeah faster In Cantonese,yes","Fast,yeah faster. In Cantonese,yes.",E4,English,I,Immersed,ACI2014,0,False
Um.Hong Kong Cantonese,Um.Hong Kong Cantonese?,E3,English,I,Immersed,ACI2014,0,False
I can I think I can tell yeah,"I can I think I can tell, yeah.",E8,English,I,Immersed,ACI2014,0,False
Based on how the way they speak,"Based on how——the way they speak,",E7,English,I,Immersed,ACI2014,0,False
I and some of the Chinese word they they use,I——and some of the Chinese word they they use.,E10,English,I,Immersed,ACI2014,0,False
Um For sample you would say 雪柜 冰箱 Um 落班 放工 Um 胶 擦 擦 胶 Um 關門 閂門 嗰啲,"Um. For sample, you would say 雪柜,冰箱. Um. 落班,放工. Um.胶擦,擦胶. Um. 關門閂門嗰啲.",E6-C2-E1-C2-E1-C4-E1-C3,Cantonese,I,Immersed,ACI2014,4,True
Yeah the words the vocabs,"Yeah, the words, the vocabs.",E5,English,I,Immersed,ACI2014,0,False
"I don't think I can tell I I I I know they are not like native English speaker,but I don't I cannot tell","I don't think I can tell I I I I know they are not like native, English speaker,but I don't——I cannot tell.",E23,English,I,Immersed,ACI2014,0,False
"Um.I don't I don't think they should speak Cantonese,but um as long as they did know the Hong Kong culture and like Hong Kong people they can speak English","Um.I don't, I don't think they should, speak Cantonese,but, um, as long as they did know the Hong Kong culture, and like Hong Kong, people, they can speak English.",E29,English,I,Immersed,ACI2014,1,True
Yes It's my belief yes,"Yes. It's my belief, yes.",E5,English,I,Immersed,ACI2014,0,False
Um in general Chinese?Um Not As long as they understand the the Chinese culture We cannot force them to cho to speak Eng to speak Chinese,"Um, in general Chinese?Um. Not——As long as they understand the the Chinese culture. We cannot force them to cho——to speak Eng——to speak Chinese.",E26,English,I,Immersed,ACI2014,1,True
Is the um yeah the English the language part is they provide them to understand more about the culture But if they understand the culture then it's okay for me,"Is, the, um yeah, the English——the language part, is they provide them to understand more about the culture. But if they understand the culture, then, it's okay for me.",E30,English,I,Immersed,ACI2014,1,True
Um my identity,"Um, my identity?",E3,English,I,Immersed,ACI2014,1,True
Well I can,"Well, I can——",E3,English,I,Immersed,ACI2014,0,False
I don't think it's very important role but that you mean my Eng my any languages or,"I don't think it's very important role but, that you mean, my Eng——my any languages or——",E17,English,I,Immersed,ACI2014,0,False
Um I don't think this like languages will identify myself,"Um, I don't think this, like languages will identify myself.",E10,English,I,Immersed,ACI2014,1,True
"Yeah I I I'm Chinese or I'm from Hong Kong then,um I can speak English Like I don't think the language that I speak will identify where who am I basically","Yeah I I I'm Chinese or I'm from Hong Kong then,um, I can speak English. Like, I don't think the language that I speak will identify where—— who am I, basically.",E31,English,I,Immersed,ACI2014,0,False
"I actually I when I go outside I speak English,primarily And then at home I speak Cantonese And and I am when I was,when I was with friends I'll speak Cantonese With Cantonese friends speak Cantonese Like this in general","I actually I——when I go outside, I speak English,primarily. And then, at home I speak Cantonese. And and I am, when I was,when I was with friends, I'll speak Cantonese. With Cantonese friends speak Cantonese. Like this, in general.",E40,English,I,Immersed,ACI2014,0,False
Yeah I always because I sometimes I cannot think of a Cantonese word or or I forgot the word in Cantonese the I'll use English,"Yeah, I always, because I sometimes I cannot think of a Cantonese word, or, or I forgot the word in Cantonese the I'll use English.",E25,English,I,Immersed,ACI2014,0,False
Yes yes,"Yes, yes.",E2,English,I,Immersed,ACI2014,0,False
No because if I speak English then I know that person might not know Cantonese or Chinese so I just I was try to describe in English If I forgot the word,"No because if I speak English, then I know that person might not know Cantonese, or, Chinese so I just, I was try to describe in English, If I forgot the word.",E32,English,I,Immersed,ACI2014,0,False
Probably my wife,Probably my wife?,E3,English,I,Immersed,ACI2014,0,False
Yeah because so my my parents they don't really know English so I try to speak like plain Cantonese Oh yeah also my friends too because they know both,"Yeah, because, so my my parents, they don't really know, English so I try to speak like plain Cantonese—— Oh yeah, also my friends too, because they know both.",E29,English,I,Immersed,ACI2014,0,False
Um to speak more freely like sometimes you don't need more you don't need energy to to speak like in you don't need to think er the word in Cantonese you just say whichever more comfortable language So sometimes I just mix mixing all the words together in the sentence because that would make me more comfortable,"Um, to speak more freely, like, sometimes you don't need more——you don't need energy to to speak like in——you don't need to think er the word in Cantonese you just say, whichever, more comfortable language——So sometimes I just mix mixing all the words together in the sentence, because that would make me more comfortable.",E57,English,I,Immersed,ACI2014,2,True
No I don't I don't think so,No I don't. I don't think so.,E7,English,I,Immersed,ACI2014,0,False
Um Not much different I believe I believe that I might have some difference because in in Chinese I will in in Cantonese I will be more like Um I believe it's more like humorous because in in Cantonese in Cantonese I know it's more more jokes So in English I don't know any jokes I just just deliver my message to them so it may be more humorous Maybe I,"Um. Not much different. I believe——I believe that I might have some difference because, in in Chinese, I will in in Cantonese I will be more like——Um I believe it's more like humorous because, in in Cantonese in Cantonese I know it's more more jokes. So in English I don't know any jokes. I just, just deliver my message to them so, it may be more humorous. Maybe I.",E71,English,I,Immersed,ACI2014,2,True
轉 曬 全部 定係 正 係 轉 中間,轉曬全部定係正係轉中間——,C8,Cantonese,I,Immersed,ACI2014,0,False
哦 如果 轉 曬 全部 嘅話 就 有少少 怪 咯 又 因為 你 都 識 廣東話 點解 唔 直接 講 廣東話 如果 mix together 話就 好似 我 頭先 咁 話齋 就 霖 唔 到 個 word 霖 唔 到 個 字 點講 就 用 英文 嚟 搭救,"哦如果轉曬全部嘅話就有少少怪咯.又因為你都識廣東話點解唔直接講廣東話？如果mix together話就好似, 我頭先咁話齋就,霖唔到個word,霖唔到個字點講就用英文嚟搭救.",C22-E2-C11-E1-C11,Cantonese,I,Immersed,ACI2014,4,True
Uh I'm,Uh:: I'm XXX,E2,English,I,Immersed,ACI2015,1,True
Ah just call me I don't got an english name,"Ah:: just call me X, I don't got an english name xx.",E10,English,I,Immersed,ACI2015,1,True
I was born in Hong Kong raised there,"I was born in Hong Kong, raised there,",E8,English,I,Immersed,ACI2015,0,False
Uh I just graduated from the college and unemployed,"Uh:: , I just graduated from the college and, unemployed.",E9,English,I,Immersed,ACI2015,1,True
Around December 2017,"Around, December 2017,",E3,English,I,Immersed,ACI2015,0,False
I went to community college back then so yup that's the time,"I went to community college back then so... yup that's the time,",E12,English,I,Immersed,ACI2015,0,False
there's a school that I went there,there's a school that I went there.,E7,English,I,Immersed,ACI2015,0,False
After that I went to school in California I graduated very recently,"After that I went to school in California, I graduated very recently",E12,English,I,Immersed,ACI2015,0,False
Yeah I am,"Yeah, I am.",E3,English,I,Immersed,ACI2015,0,False
Uh the...college town near Sacramento I still living there because that's where I attend college,"Uh:: , the...college town near Sacramento, I still living there because, that's where I attend college",E15,English,I,Immersed,ACI2015,1,True
No all of them in Hong Kong right now,"No, all of them in Hong Kong right now",E9,English,I,Immersed,ACI2015,0,False
Somewhere in Guangdong I don't know where is it,"Somewhere in Guangdong, I don't know where is it?",E9,English,I,Immersed,ACI2015,0,False
I think it's Guangdong too but I dont know where it is too,"I think it's Guangdong too, but I dont know where it is too.",E13,English,I,Immersed,ACI2015,0,False
Yup I got a sister,"Yup, I got a sister.",E5,English,I,Immersed,ACI2015,0,False
She's in Japan now,"She's in Japan now,",E4,English,I,Immersed,ACI2015,0,False
Very good,Very good.,E2,English,I,Immersed,ACI2015,0,False
Hong Kong mostly but I have like I used to live in Macau for like 3 years because my parents personal arrangement but right now I'm in the State,"Hong Kong mostly, but I have, like, I used to live in Macau, for like, 3 years because my parents' personal arrangement, but right now I'm in the State.",E29,English,I,Immersed,ACI2015,0,False
Um just two I only lived I only went to school there so that's pretty much it,"Um:: , just two, I only lived, I only went to school there so that's pretty much it.",E17,English,I,Immersed,ACI2015,1,True
my primary school is in Hong Kong like that's it that's it but in the secondary school I got like two years in Macau but the rest of them is doing it in Hong Kong and college in the State,"my primary school is in Hong Kong, like, that's it, that's it, but, in the xx secondary school I got like two years in Macau but, the rest of them is doing it in Hong Kong, and college xx in the State.",E40,English,I,Immersed,ACI2015,0,False
Uhh no,Uhh:: no.,E2,English,I,Immersed,ACI2015,0,False
None they...don't really bel they don't really pay attention attention about religion,"None, they...don't really bel--- they don't really pay attention, attention about religion.",E12,English,I,Immersed,ACI2015,0,False
Uh Hong Konger mostly like there's a little bit of sense of being a Chinese but not a lot,"Uh:: , Hong Konger, mostly, like there's a little bit of sense of being a Chinese but, not a lot.",E19,English,I,Immersed,ACI2015,1,True
Uh Hong Konger,"Uh:: , Hong Konger.",E3,English,I,Immersed,ACI2015,1,True
No not at all,"No, not at all.",E4,English,I,Immersed,ACI2015,0,False
Hong Konger,Hong Konger.,E2,English,I,Immersed,ACI2015,0,False
Well I was born and raised in Hong Kong mostly the s the school I attended more and the environment was more told me that I'm a Hong Konger like the Chinese is not very strong like those sort of thing kind of raised my identity,"Well:: I was born and raised in Hong Kong mostly, the s-- the school I attended more, and the environment was more, told me that I'm a Hong Konger, like, the Chinese is not very strong, like those sort of thing kind of raised my identity.",E46,English,I,Immersed,ACI2015,0,False
Um most of them are Hong Kongers like some of them are like the Asian American,"Um:: , most of them are Hong Kongers like, some of them are like the Asian American.",E16,English,I,Immersed,ACI2015,1,True
And that is pretty much it,And that is pretty much it.,E6,English,I,Immersed,ACI2015,0,False
Um college student mostly,"Um:: , college student, mostly,",E4,English,I,Immersed,ACI2015,1,True
female most of them,"female, most of them,",E4,English,I,Immersed,ACI2015,0,False
And I think most of them are Latino something,"And I think most of them are Latino, something.",E9,English,I,Immersed,ACI2015,0,False
All of them Asian,All of them Asian.,E4,English,I,Immersed,ACI2015,0,False
Well language is one thing,"Well, language is one thing,",E5,English,I,Immersed,ACI2015,0,False
culture of Hong Kong is another thing,xxx culture of Hong Kong is another thing,E7,English,I,Immersed,ACI2015,0,False
other than that,"other than that,",E3,English,I,Immersed,ACI2015,0,False
That is that's fine,"That is, that's fine.",E4,English,I,Immersed,ACI2015,0,False
Mainly Cantonese like at least I think he or she should know Cantonese fluently and English not as fluently as the Cantonese but I expect them to like handle a conversational level That's the point of distinction I think,"Mainly Cantonese, like, at least, I think, he or she should know Cantonese fluently, and English, not as fluently as the Cantonese, but, I expect them to like, handle a conversational level. That's the point of distinction I think.",E39,English,I,Immersed,ACI2015,0,False
Uh the values things like like how the Hong Kong is doing things Like how they w how us to win...stuff I think those are kind of like one of the part of immersion of it to be a Hong Konger,"Uh, the values, things like, like how the Hong Kong is doing things. Like how they w-- how us to win...stuff, I think those are kind of like, one of the part of immersion of it, to be a Hong Konger.",E41,English,I,Immersed,ACI2015,1,True
Values well,"Values, well,",E2,English,I,Immersed,ACI2015,0,False
Well its not,"Well, its not --",E3,English,I,Immersed,ACI2015,0,False
Value for money I think thats one thing It's kind of it's kind of like almost every single one I know has kind of value for money somehow,"Value for money, I think thats one thing, It's kind of, it's kind of like, almost every single one I know has kind of value for money somehow.",E28,English,I,Immersed,ACI2015,0,False
uh how how I say like,"uh:: , how, how I say, like",E6,English,I,Immersed,ACI2015,1,True
like the people then the people the people who find themselve like distinct from Chinese feel for where is like social habit or how manner or thinking even I think those are part those are part of the values of Hong Kongers too,"xxx like the people then, the people, the people who find themselve, like distinct from Chinese feel for where is x, like social habit, or how, manner, or, thinking even. I think those are part-- those are part of the values of Hong Kongers too.",E43,English,I,Immersed,ACI2015,0,False
Well loyalty to the state,"Well, loyalty to the state,",E5,English,I,Immersed,ACI2015,0,False
regardless of the government's party or other thing else,"regardless of the government's party or other thing else,",E9,English,I,Immersed,ACI2015,0,False
that's that's one of them,"that's, that's one of them,",E5,English,I,Immersed,ACI2015,0,False
and usually the more like more,"and, usually the more, like more xx ,",E6,English,I,Immersed,ACI2015,0,False
speak speak mandarin only,"speak, speak mandarin only.",E4,English,I,Immersed,ACI2015,0,False
Not not trying to speak any other dialect or language or something or the more like that,"Not, not trying to speak any other dialect or language or something, or the more, like that",E17,English,I,Immersed,ACI2015,0,False
socially conservative,"socially, conservative.",E2,English,I,Immersed,ACI2015,0,False
Like they the more values traditional value or doing the things like that,"Like they, the more values, xx traditional value or, doing the things like that,",E13,English,I,Immersed,ACI2015,0,False
Instead of like be more innovative,"Instead of like, be more, innovative.",E6,English,I,Immersed,ACI2015,0,False
That's what I think,That's what I think.,E4,English,I,Immersed,ACI2015,0,False
I don't know actually like I don't have so much conversation with Americans so I'm not so sure what they think to be American,"I don't know actually, like, I don't have so much conversation with Americans, so, I'm not so sure what they think, to be American.",E24,English,I,Immersed,ACI2015,0,False
Well I haven't thought about actually like,Well I haven't thought about actually like.,E7,English,I,Immersed,ACI2015,0,False
Maybe I'll first,Maybe I'll xxxxx first.,E3,English,I,Immersed,ACI2015,0,False
Like speak english,"Like, speak english,",E3,English,I,Immersed,ACI2015,0,False
Should be like um a while to adapt into values,"Should be like, um:: , a while to adapt into values,",E10,English,I,Immersed,ACI2015,1,True
probably the institution something thinking solving,"probably the institution something, thinking, solving.",E6,English,I,Immersed,ACI2015,0,False
I think that's kind of the general idea,"I think that's kind of the general, idea.",E8,English,I,Immersed,ACI2015,0,False
Um American,"Um:: , American.",E2,English,I,Immersed,ACI2015,1,True
Americans only,Americans only.,E2,English,I,Immersed,ACI2015,0,False
Well usually the ABC don't really speak the language like,"Well:: , usually the ABC don't really... speak the language, like,",E10,English,I,Immersed,ACI2015,0,False
I saw some of them when I was in college and none of them really speak in Cantonese they either got themselves into the Chinese identity or the American identity so,"I saw some of them when I was in college and, none of them really speak in, Cantonese, they either got themselves into the, Chinese identity or the American identity so,",E31,English,I,Immersed,ACI2015,0,False
they're definitely not Hong Kongers and about Chinese one ah it's just that I met most of them they learn Mandarin but they don't really speaking well and,"they're definitely not Hong Kongers, and about Chinese one, ah it's just that I met most of them, they learn Mandarin but, they don't really speaking well and,",E28,English,I,Immersed,ACI2015,1,True
I think they are trying to get some more align with the Ameri the mainstream society so,"I think they are trying to get some more align with the Ameri-- the mainstream society, so,",E17,English,I,Immersed,ACI2015,0,False
I think they are American,I think they are American.,E5,English,I,Immersed,ACI2015,0,False
Yup that's all I would think,"Yup, that's all I would think.",E6,English,I,Immersed,ACI2015,0,False
That's all that's that's it,"That's all, that's-- that's it.",E5,English,I,Immersed,ACI2015,0,False
with my friends mostly in Cantonese like,"with my friends mostly in Cantonese, like,",E7,English,I,Immersed,ACI2015,0,False
That's pretty much the onl the only m the only langauge we talk to,"That's pretty much the onl-- the only m-- the only langauge, we talk to.",E14,English,I,Immersed,ACI2015,0,False
to the other Chinese students I usually just speak Mandarin,to the other Chinese students I usually just speak Mandarin.,E10,English,I,Immersed,ACI2015,0,False
Like it's easier for them to understand like it causing less confusion,"Like, it's easier for them to understand like, it causing less confusion.",E12,English,I,Immersed,ACI2015,0,False
The others the p the others people who are not any one of those are English,"The others, the p-- the others people who are not, any one of those, are English..",E16,English,I,Immersed,ACI2015,0,False
廣東話 少少 普通話 無 啦,"廣東話, 少少普通話, 無啦.",C5,Cantonese,I,Immersed,ACI2015,0,False
係 少少 普通話 無 啦,"係, 少少普通話, 無啦.",C5,Cantonese,I,Immersed,ACI2015,0,False
唔 識 㗎 唔 識 英文 無 讀過 書,"唔識㗎, 唔識英文, 無讀過書。",C9,Cantonese,I,Immersed,ACI2015,2,True
我 覺得 我 覺得 都 算 比較 重要 啦 如果 我 如果 我 想 我 嗰啲 我哋 我哋 children grow up 會 有 會 有 嗰個 有 嗰個 香港人 嘅 identity 嘅話 我 會 覺得 佢 識講 廣東話 係 幾 重要 嘅 Eh 唔係 如果 佢哋 唔 想 講 嘅話 咁 都 無所謂 囉,"我:: 覺得. 我覺得都算比較重要啦如果, 我如果我想我嗰啲我哋我哋children grow up會有, 會有嗰個, 有嗰個香港人嘅identity嘅話, 我會覺得, 佢識講廣東話係幾重要嘅. Eh, 唔係如果佢哋唔想講嘅話,咁:: 都無所謂囉.",C18-E3-C9-E1-C11-E1-C11,Cantonese,I,Immersed,ACI2015,2,True
有 有,"有,有.",C2,Cantonese,I,Immersed,ACI2015,0,False
無咩 嘢 都 唔 算數 食 講 英文 我 覺得 呢 樣 係 比較 重要 仲有 去 講 唱歌 有 比較 香港 有 特色 佬 都 算 係 一種 香港人 identity 仔 喺,無咩嘢都唔算數食講英文我覺得呢樣係比較重要，仲有去講唱歌有比較香港有特色佬都算係一種香港人 identity仔喺,C30-E1-C2,Cantonese,I,Immersed,ACI2015,1,True
無 無從 有無,無無從有無。,C3,Cantonese,I,Immersed,ACI2015,0,False
基本上 係 港式 英文 最少 我 覺得 行去 囉,基本上係港式英文最少我覺得行去囉！,C9,Cantonese,I,Immersed,ACI2015,0,False
有 幾 次 被 罵 我 有一次 去 SF 野 嗰時 跌 去 Chinatown 她 並不 讓 我 用 用 廣東話 講解 成長 有 一 聽 得 出 我 係 香港人,"有幾次,被罵我有一次去SF野嗰時跌去Chinatown ，她並不讓我用用廣東話講解成長有 一聽得出我係香港人。",C8-E1-C4-E1-C17,Cantonese,I,Immersed,ACI2015,0,False
香港 個 只, 香港，個只。,C3,Cantonese,I,Immersed,ACI2015,0,False
有 有 試過 我 覺得 會 訓練 得到,有，有試過，我覺得會訓練得到。,C8,Cantonese,I,Immersed,ACI2015,0,False
如果 佢 如果 就係 如果 我哋 問 我 考 得 上 廣東話 話 佢 帶 佢哋 唔係 香港 畫 舖 有啲 窗 成日 我 覺得 好 能夠 畀 我 大 分別 就係 我 搵嚟 我哋 有 畫 佢 講 廣東話 可 寫 有 好多 所 售 我 普通話 人 向 好好 重 呀 所以 唔 可靠 我 分別 一度,如果佢如果就係如果我哋問我考得上廣東話話佢帶佢哋唔係香港畫舖有啲窗成日我覺得好能夠畀我大 分別就係我搵嚟我哋有畫佢講廣東話可寫有好多所售，我普通話人向好好重呀！所以唔可靠，我分別一度。,C59,Cantonese,I,Immersed,ACI2015,1,True
譬如話 向 好 是 畫 個 窩 可就 可以 用來 畫 咩 好 就 去 佢 個 榜 答 我哋 廣東人 我 一個 樂壇 男朋友 廣東話 可是 會 將 小說 轉化 到 到 講 去 用 普通話 評 係 講緊 揸車 落去 駕駛 呀 咩 唔 打燈 咩 工事 連 蛋 位 像 美 嘢 上 依家 都 除了 上 分別 可以 聽 吓 出 嚟 肯定 抱 吓 可能 係 香港,譬如話。向好是畫個窩，可就可以用來畫咩好就去佢個榜。答我哋廣東人我一個樂壇男朋友廣東話， 可是會將小說轉化到到講去用普通話，評係講緊揸車落去駕駛呀咩唔打燈咩工事？連蛋位像美嘢上，依家都除了上分別可以聽吓出嚟，肯定抱吓，可能係香港。,C72,Cantonese,I,Immersed,ACI2015,1,True
係 話 即 話 我 之前 同一 疊 人 講 有關 時 佢 或者 呃 佢 或者 做 嘅 嘢 叫 落單 位 人 眼 但係 單位,係話即話我之前同一疊人講有關時佢或者呃佢或者做嘅嘢叫落單位人眼，但係單位,C27,Cantonese,I,Immersed,ACI2015,1,True
都 特價 好 嗎 我 以前 試過 一時 我 以前 試過 打開 電話 最後 𠰠 有 那個 英文 問 搵人 嚟 但 最後 人哋 都 用緊 廣東話 形容 我 說 一 聽 這 聽 得 出 是 香港人,都特價好嗎？我以前試過一時，我以前試過打開電話，最後𠰠有那個英文問搵人嚟，但最後人哋都用緊廣東話， 形容我說一聽這聽得出是香港人。,C38,Cantonese,I,Immersed,ACI2015,0,False
開場 英文 我 真係 想 我 用 英文 民調 唔 用 搵 一 搵 答 受 我 啲 呃 繩 有 好 明顯 聽 一 聽 得 出 係 香港人 所以 最後 講下 就 轉彎 用 廣東話 講,開場英文我真係想我用英文民調唔用搵一搵答受我啲呃繩，有好明顯聽一聽得出係香港人，所以最後 講下就轉彎，用廣東話講。,C38,Cantonese,I,Immersed,ACI2015,2,True
嘩 失去 機 上 廣東話 係,嘩，失去機上廣東話係。,C6,Cantonese,I,Immersed,ACI2015,0,False
我 覺得 唔 用 為 唔係 唔使 講 廣東話 話 呢 係 比較 比較 離地 和諧 咁 我 唔同 港人 無 太 拉 近 個人 講下 啲 喺 香港 做 啲 寫 仔女 嗰 本 係 香港 出世 香港 爸爸 去到 佢 實況 佢哋 細個 玩 動畫 佢哋 好 少 同 同 我哋 啲 撈 好 手 哋 比較 湊數 根本 四十 八 歲,我覺得唔用為唔係唔使講廣東話話呢？係比較比較離地和諧咁我唔同港人無太拉近個人講下啲喺香港做啲寫仔女嗰本係香港出世，香港爸爸去到佢實況，佢哋細個玩動畫，佢哋好少同同我哋啲撈 好手哋比較湊數，根本四十八歲，,C64,Cantonese,I,Immersed,ACI2015,1,True
係 香港 的話 我 會 expect 佢 地 講 廣東話 沒 還 的話 都 算 啦,係香港的話我會expect佢地講廣東話沒還的話都算啦。,C5-E1-C10,Cantonese,I,Immersed,ACI2015,0,False
