reconstructed_sentence,sentence_original,pattern,matrix_language,group_code,group,participant_id,filler_count,has_fillers
Working here um buying groceries you know paying taxes so that I would consider them as Americans,"so, that I would consider them as Americans.",E17,English,I,Immersed,ACI2027,1,True
Yeah Yeah That's a good question though,Yeah::,E7,English,I,Immersed,ACI2027,0,False
Yeah Yeah That's a good question though,That's a good question though. @@,E7,English,I,Immersed,ACI2027,0,False
Yeah I would consider them as like Hong Kong American,"Yeah I would consider them as like,",E10,English,I,Immersed,ACI2027,0,False
Yeah I would consider them as like Hong Kong American,Hong Kong American.,E10,English,I,Immersed,ACI2027,0,False
Um I think the definition gets trickier and trickier the further generations it goes like I feel like for example if my kids were born here but they've never visited Hong Kong this is where it comes becomes challenging because I think my grandma would consider them as,Um::,E48,English,I,Immersed,ACI2027,1,True
Um I think the definition gets trickier and trickier the further generations it goes like I feel like for example if my kids were born here but they've never visited Hong Kong this is where it comes becomes challenging because I think my grandma would consider them as,"I think, the definition gets trickier and trickier the, further generations, it goes,",E48,English,I,Immersed,ACI2027,1,True
Um I think the definition gets trickier and trickier the further generations it goes like I feel like for example if my kids were born here but they've never visited Hong Kong this is where it comes becomes challenging because I think my grandma would consider them as,"like, I feel like, for example, if my kids were born here, but they've never visited Hong Kong,",E48,English,I,Immersed,ACI2027,1,True
Um Um I I don't don't think think they they will will understand understand the the culture culture as as well well,Um I don't think they will understand the culture as well.,E22,English,I,Immersed,ACI2027,2,True
Um and they would be more familiar with the American lifestyle and American culture um and issues here in the United States more,"Um:: , and they would be:: more, familiar with, the American lifestyle and American culture,",E23,English,I,Immersed,ACI2027,2,True
Um and they would be more familiar with the American lifestyle and American culture um and issues here in the United States more,"um:: , and issues, here, in the United States more. ",E23,English,I,Immersed,ACI2027,2,True
Um so the further it goes I feel like the more it becomes to be just American,"Um:: , so the further it goes I feel like the more, it becomes to be just American.",E17,English,I,Immersed,ACI2027,1,True
Um Um so so I I know know that that,Um:: so I know that.,E10,English,I,Immersed,ACI2027,2,True
Um and then I'm learning Japanese,"And then:: , I'm, learning Japanese?",E6,English,I,Immersed,ACI2027,1,True
Um I used to know how to speak Spanish because of my high school classes but I forgot most of it already,"Um:: I used to know how to speak Spanish, because of my high school classes but, I forgot most of it already.",E22,English,I,Immersed,ACI2027,1,True
Um yeah so I think that's about it,"Um, yeah so I think that's about it.",E8,English,I,Immersed,ACI2027,1,True
Yeah so i talk to my mom my dad um,"Yeah, so:: , i talk to my mom my dad, um,",E10,English,I,Immersed,ACI2027,1,True
In cantonese,"In:: , cantonese.",E2,English,I,Immersed,ACI2027,0,False
I mostly speak in Cantonese with,"I mostly speak in Cantonese, with,",E6,English,I,Immersed,ACI2027,0,False
But I'll respond back in Cantonese and I'd be like oh yeah,"But I'll respond back in Cantonese and I'd be like,",E12,English,I,Immersed,ACI2027,0,False
But I'll respond back in Cantonese and I'd be like oh yeah,"oh yeah,",E12,English,I,Immersed,ACI2027,0,False
Um Um and and then then Mandarin Mandarin is is mostly mostly when when I I need need to to interact interact with with strangers strangers in in United United States States,"Um:: , and then, Mandarin, is mostly:: , when I need to interact with strangers, in United States,",E32,English,I,Immersed,ACI2027,2,True
Um just because the population of Cantonese speakers in United States is not high,"Um@ , just because, the population of Cantonese speakers in, United States is not high.",E14,English,I,Immersed,ACI2027,1,True
Um so whenever I speak to someone and I know that they are like for example I would go to like a Chinese community the the language I would use at first would not be Cantonese it would be um Mandarin,"Um, so whenever I speak to someone and I know that they are like, for example I would go to like a Chinese community the, the language I would use at first would not be Cantonese it would be:: um Mandarin.",E41,English,I,Immersed,ACI2027,2,True
Um sometimes I also use that with my international colleagues who are from China,"Um, sometimes I also use that, with my::  international colleagues who are from China.",E14,English,I,Immersed,ACI2027,1,True
Um and also some of the family friends um so like when I was growing up because of my neighborhood there were quite a few like Taiwanese um families so I would speak to them in um Mandarin,"Um:: and also some of the family friends, um so like, when I was growing up because of my neighborhood, there were quite a few like, Taiwanese, um families, so I would speak to them in, um, Mandarin.",E38,English,I,Immersed,ACI2027,4,True
English is my day to day language it's my go to I write I read um I listen in that language um and I talk with my friends um I speak English with my friends um I speak English with my younger sister um primarily English with my younger sister um and my boyfriend I also speak in English with him,"English is my, day to day language, it's my go to, I write I read um,",E61,English,I,Immersed,ACI2027,6,True
English is my day to day language it's my go to I write I read um I listen in that language um and I talk with my friends um I speak English with my friends um I speak English with my younger sister um primarily English with my younger sister um and my boyfriend I also speak in English with him,"I listen, in that language,",E61,English,I,Immersed,ACI2027,6,True
English is my day to day language it's my go to I write I read um I listen in that language um and I talk with my friends um I speak English with my friends um I speak English with my younger sister um primarily English with my younger sister um and my boyfriend I also speak in English with him,"um:: and I talk, with my friends,",E61,English,I,Immersed,ACI2027,6,True
English is my day to day language it's my go to I write I read um I listen in that language um and I talk with my friends um I speak English with my friends um I speak English with my younger sister um primarily English with my younger sister um and my boyfriend I also speak in English with him,"um:: I speak English with my friends, um:: ,",E61,English,I,Immersed,ACI2027,6,True
English is my day to day language it's my go to I write I read um I listen in that language um and I talk with my friends um I speak English with my friends um I speak English with my younger sister um primarily English with my younger sister um and my boyfriend I also speak in English with him,"I speak English, with my younger sister um:: ,",E61,English,I,Immersed,ACI2027,6,True
English is my day to day language it's my go to I write I read um I listen in that language um and I talk with my friends um I speak English with my friends um I speak English with my younger sister um primarily English with my younger sister um and my boyfriend I also speak in English with him,"primarily, English with my younger sister,",E61,English,I,Immersed,ACI2027,6,True
English is my day to day language it's my go to I write I read um I listen in that language um and I talk with my friends um I speak English with my friends um I speak English with my younger sister um primarily English with my younger sister um and my boyfriend I also speak in English with him,"um:: and:: , my boyfriend I also speak in English with him.",E61,English,I,Immersed,ACI2027,6,True
Um also like advisor at school,"Um:: also like, advisor, at school.",E6,English,I,Immersed,ACI2027,1,True
Um when I was working most of my colleagues um there was one colleague that I had who spoke Cantonese so like once in a while maybe like once a few months we would have like a couple of sentences exchanged that would be in Cantonese,"Um:: when I was working, most of my colleagues, um:: , ",E46,English,I,Immersed,ACI2027,2,True
Um when I was working most of my colleagues um there was one colleague that I had who spoke Cantonese so like once in a while maybe like once a few months we would have like a couple of sentences exchanged that would be in Cantonese,"there was one colleague that I had who:: spoke Cantonese so like, once in a while maybe like once a few months, we would have like, a couple of sentences exchanged that would be in Cantonese. @",E46,English,I,Immersed,ACI2027,2,True
Um and then Japanese um I'm just learning right now so my boyfriend um is Japanese so he and I would sometimes exchange a few sentences in Japanese to help me learn,"Um:: , and then Japanese um,",E32,English,I,Immersed,ACI2027,3,True
Um and then Japanese um I'm just learning right now so my boyfriend um is Japanese so he and I would sometimes exchange a few sentences in Japanese to help me learn Um his family speaks his mom speaks in Japanese like she knows English as well so sometimes when I visit her um I would say a couple of things in Japanese but then also go back to English and she would respond back in English as well,"I'm just learning right now so:: , my boyfriend, um, is Japanese so:: , he and I would sometimes exchange a few sentences in Japanese to help me learn, um.",E79,English,I,Immersed,ACI2027,5,True
Um his family speaks his mom speaks in Japanese like she knows English as well so sometimes when I visit her um I would say a couple of things in Japanese but then also go back to English and she would respond back in English as well,"his family speaks, his mom speaks in Japanese, like she knows English as well so, sometimes when i, visit her, um, i would say a couple of things in Japanese but then also go back to English, and she would respond back in English as well.",E47,English,I,Immersed,ACI2027,2,True
Um Spanish I used to speak it in class way way way less now um I almost would consider not even using it at this point,"Um:: Spanish, I used to speak it in class, way way way less now, um:: I almost would consider, not even using it at this point.",E26,English,I,Immersed,ACI2027,2,True
I think that's all the languages we talked about,I think that's all the languages we talked about. @@@@,E9,English,I,Immersed,ACI2027,0,False
Um English,"Um:: , English.",E2,English,I,Immersed,ACI2027,1,True
My dad speaks a really funny Chinese um like not cantonese,"My dad speaks a really funny, Chinese, um like not,",E11,English,I,Immersed,ACI2027,1,True
um cause he spends a lot of his time in China so he's tries to like he tries to like mimic people's accents and dialects in China which results in like,"cause he spends a lot of his time in China, so he's tries to like he tries to like mimic, people's accents and dialects, in China, which results in like,",E31,English,I,Immersed,ACI2027,1,True
that I don't understand,that I don't understand.,E4,English,I,Immersed,ACI2027,0,False
Um but they don't really speak it It's mostly just my grandma,"um, but they don't really speak it, it's mostly just my:: , grandma.",E12,English,I,Immersed,ACI2027,1,True
Yes very,"Yes, very.",E2,English,I,Immersed,ACI2027,0,False
I feel,"I feel,",E2,English,I,Immersed,ACI2027,0,False
Um just because i also grew up with something similar um like for example I'm used to things like,"Um:: , just because, i also grew up with something similar, um:: like, for example I'm used to things like,",E19,English,I,Immersed,ACI2027,2,True
happy which is like not like typical English,"which is like not:: , like typical English.",E8,English,I,Immersed,ACI2027,0,False
Um and then I know like in recent years too it's also gotten like more different um and I'm less familiar with those um but it feels nostalgic definitely like,"Um:: , and then, I know like in recent years too,  it's also gotten like, more different, um, and I'm less familiar with those, um, but, it feels, nostalgic,",E30,English,I,Immersed,ACI2027,3,True
because because I I grew grew up up with with that that um um I don't think people in the United States would understand it too well um especially how we use like,"i don't think people, in the United States would understand it too wellm um,",E33,English,I,Immersed,ACI2027,3,True
and we just attatch it to like you know everything um and I know back like a few years ago um people I know in Hong Kong would even like translate an entire like,"and I know, back like a few years ago,",E34,English,I,Immersed,ACI2027,2,True
and we just attatch it to like you know everything um and I know back like a few years ago um people I know in Hong Kong would even like translate an entire like,"um:: people I know in Hong Kong would even like translate an entire like,",E34,English,I,Immersed,ACI2027,2,True
like sentence into English um that is not like American English um so I feel like it's like almost its own language,"sentence into, English, @@um,",E22,English,I,Immersed,ACI2027,2,True
like sentence into English um that is not like American English um so I feel like it's like almost its own language,"that is not like, American English, um:: .",E22,English,I,Immersed,ACI2027,2,True
like sentence into English um that is not like American English um so I feel like it's like almost its own language,"so I feel like, it's like almost its own language. @@",E22,English,I,Immersed,ACI2027,2,True
Yes definitely um especially when I first got here Um I've definitely gotten a few comments where they were like woah like you speak it so well but it's like way less so now because people just assume I like grew up here and I was born here,"yes, definitely, um especially when i first got here, um.",E48,English,I,Immersed,ACI2027,2,True
Um I've definitely gotten a few comments where they were like woah like you speak it so well but it's like way less so now because people just assume I like grew up here and I was born here,"i've definitely gotten a few comments, where, they were like, woah, like you speak it so well, but it's like, way less so now because people just assume, I like grew up here and I was born here.",E39,English,I,Immersed,ACI2027,1,True
Um but there are still occasionally times when people are like your plurality is weird,"Um:: , but there are still, occasionally, times when people are like,",E15,English,I,Immersed,ACI2027,1,True
Um but there are still occasionally times when people are like your plurality is weird Um it's like your s's are weird,"your plurality is weird,",E22,English,I,Immersed,ACI2027,2,True
Um it's like your s's are weird,@ it's like your s's are weird.,E7,English,I,Immersed,ACI2027,1,True
And I'm like yeah that's cause in Cantonese they don't really have s's like thats not a thing,"And I'm like, yeah that's cause in Cantonese they don't really have s's like thats not a thing.",E18,English,I,Immersed,ACI2027,0,False
Um and sometimes they would be like interesting pronunciations that I have like for example pasta Apparently I can't speak that or pronounce that well Um sometimes I would also say words like funny and I still don't know if I'm saying the word European right like is it European European European,"Um:: , and:: , sometimes they would be like, interesting pronunciations that I have, like for example pasta? apparently I can't speak that or pronounce that well.",E52,English,I,Immersed,ACI2027,2,True
Apparently I can't speak that or pronounce that well Um sometimes I would also say words like funny and I still don't know if I'm saying the word European right like is it European European European,"Um:: , sometimes I would also say words like funny, and I still don't know if I'm saying the word European right? like is it European, European, European.",E36,English,I,Immersed,ACI2027,1,True
Um there are just like small little things that I still I guess can't make out and other more native speakers would be like oh that's not that's not how you're supposed to say it um that kind of stuff,"@Um there are just like, small little things that, I still I guess, can't, make out and, other more, native speakers would be like, oh that's not, that's not how you're supposed to say it, um that kind of stuff.",E40,English,I,Immersed,ACI2027,2,True
Um oh right and then there's also like Tuesday that's the recent one that I heard apparently I'm saying that funny and I'm like I am,"Um:: , oh right, and then there's also like Tuesday, that's the recent one that I heard apparently I'm saying that funny and I'm like I am?.",E26,English,I,Immersed,ACI2027,1,True
Um and when I first got here to the United States there were actually a little bit of like British accent too,"@Um, and when I first got here, to the United States,",E22,English,I,Immersed,ACI2027,1,True
Um and when I first got here to the United States there were actually a little bit of like British accent too,"there were actually a little bit of like, British accent too,",E22,English,I,Immersed,ACI2027,1,True
Um like the word mom and mum,"um:: like the word, mom and mum.",E7,English,I,Immersed,ACI2027,1,True
Um that was like an early comment that I got as well,"Um, that was like an early comment that I got as well.",E12,English,I,Immersed,ACI2027,1,True
Yeah I think those are those are some of the ones that I can think of,"Yeah, I think those are, those are some of the ones that I can think of.",E16,English,I,Immersed,ACI2027,0,False
Uh the Californian type if that's a thing um,"Uh:: , the Californian type if that's a thing, um@?.",E9,English,I,Immersed,ACI2027,2,True
Like I see on TikTok where they're like yeah only Californians would understand these things like no yeah yeah no no yeah no or like no yeah for sure like I know all of those stuff Um I know there's like Boston New York um you know these different kind of dialects but I dont think I speak any of them um,"Like, I see on TikTok where they're like, yeah, only Californians would understand these things, like, no yeah, yeah no, no yeah, no, or like, no yeah for sure, like, I know all of those stuff, um::  .",E62,English,I,Immersed,ACI2027,3,True
Um I know there's like Boston New York um you know these different kind of dialects but I dont think I speak any of them um,"I know there's like, Boston, New York, um:: ,",E26,English,I,Immersed,ACI2027,3,True
Um I know there's like Boston New York um you know these different kind of dialects but I dont think I speak any of them um,"You know, these different kind of dialects, but:: I dont think, I speak, any of them um:: .",E26,English,I,Immersed,ACI2027,3,True
I probably would be able to understand it but not speak it,"I probably would be able to understand it, but not, speak it.",E12,English,I,Immersed,ACI2027,0,False
Not necessarily um I dont think so,"Not:: , necessarily um:: , I dont think so.",E7,English,I,Immersed,ACI2027,1,True
Except maybe like you know a few years ago when I went back and we I met up with like some friends um and we would we would end up having switching in between English and Cantonese um because I'm forgetting words um which is sad,"Except, maybe like, you know a few years ago when I went back and, we-- I met up with like some friends, um, and,",E46,English,I,Immersed,ACI2027,3,True
Except maybe like you know a few years ago when I went back and we I met up with like some friends um and we would we would end up having switching in between English and Cantonese um because I'm forgetting words um which is sad,"we would, we would end up having switching in between English, and Cantonese, um:: because I'm forgetting words, um:: ,which is sad.",E46,English,I,Immersed,ACI2027,3,True
Um I guess the other thing is just if I'm talking to someone here in the United States whenever I tell people oh I actually know Cantonese and Mandarin they would be like oh wait what,Um::,E36,English,I,Immersed,ACI2027,1,True
Um I guess the other thing is just if I'm talking to someone here in the United States whenever I tell people oh I actually know Cantonese and Mandarin they would be like oh wait what,"I guess the other thing is just if I'm talking to:: , someone here in the United States, whenever I tell people oh, I actually know Cantonese, and Mandarin they would be like, oh wait what,",E36,English,I,Immersed,ACI2027,1,True
Um like even like international students um or international scholars they would be surprised to hear that um I know how to speak it,"um like, even like international students um:: or international scholars they would be, surprised to hear that, um:: , I know how to speak it.",E24,English,I,Immersed,ACI2027,3,True
I I would would think think just just the the one one like like Hong Hong Kong Kong one one um um,"I would think just the one, like, Hong Kong one um:: .",E22,English,I,Immersed,ACI2027,2,True
In In terms terms of of like like speaking speaking like like I I said said I I understand understand a a little little bit bit of of yeah yeah but but that's that's it it,"In terms of like speaking, like I said I understand a little bit of, yeah, but that's it.",E36,English,I,Immersed,ACI2027,0,False
I think so yeah,"I think so, yeah.",E4,English,I,Immersed,ACI2027,0,False
Um they should at least understand it,"Um, they should at least understand it.",E7,English,I,Immersed,ACI2027,1,True
I mean would they like would they understand it,"i mean would they, like, would they understand it?.",E9,English,I,Immersed,ACI2027,0,False
They I have,like have.,E3,English,I,Immersed,ACI2027,0,False
I think thats a weighted question just because it involves so many different parts,"I think thats a weighted question, just because,",E14,English,I,Immersed,ACI2027,0,False
I think thats a weighted question just because it involves so many different parts Um like I think if they understand it but they choose to...not speak it um because whether they are uncomfortable or because they...don't...want...to um or because they don't have anyone else that they would speak Cantonese with,"it involves so many different parts, um,",E51,English,I,Immersed,ACI2027,3,True
Um like I think if they understand it but they choose to...not speak it um because whether they are uncomfortable or because they...don't...want...to um or because they don't have anyone else that they would speak Cantonese with,"like I think if they understand it, but they choose to...not speak it, um:: ,",E37,English,I,Immersed,ACI2027,3,True
Um like I think if they understand it but they choose to...not speak it um because whether they are uncomfortable or because they...don't...want...to um or because they don't have anyone else that they would speak Cantonese with,"because, whether they are uncomfortable, or because, they...don't...want...to,",E37,English,I,Immersed,ACI2027,3,True
Um like I think if they understand it but they choose to...not speak it um because whether they are uncomfortable or because they...don't...want...to um or because they don't have anyone else that they would speak Cantonese with,"um:: , or because they don't have, anyone else that they would speak, Cantonese with,",E37,English,I,Immersed,ACI2027,3,True
Um but if they live there if they participate in cultural events um if they themself feel like they are a part of Hong Kong I feel like that is enough for them to be considered as Hong Konger,"um:: , but if they live there, if they:: participate in, cultural events, um:: if, they themself feel like they are, a part of Hong Kong, I feel like that is...enough for them to be considered as Hong Konger.",E39,English,I,Immersed,ACI2027,2,True
Um I don't think so,"Um:: , I don't think so.",E5,English,I,Immersed,ACI2027,1,True
Um I know there has been like a debate going on about the preservation of Cantonese and all that but I dont think so,"Um:: , I know there has been like a debate going on, about, the preservation of Cantonese and all that,",E24,English,I,Immersed,ACI2027,1,True
Um I know there has been like a debate going on about the preservation of Cantonese and all that but I dont think so And this mindset is very influenced by um whether people in America should be able to speak English I would admit that um because whenever I think about these questions is like well on the flip side if someone came to the United States but is not...fluent in English but they've been here for like thirty years like I would consider them as Americans so the same should be true for Hong Kongers and Chinese people um,"but, i dont, think so.",E101,English,I,Immersed,ACI2027,4,True
Um I know there has been like a debate going on about the preservation of Cantonese and all that but I dont think so And this mindset is very influenced by um whether people in America should be able to speak English I would admit that um because whenever I think about these questions is like well on the flip side if someone came to the United States but is not...fluent in English but they've been here for like thirty years like I would consider them as Americans so the same should be true for Hong Kongers and Chinese people um,"And this mindset is, very influenced by, @ um, whether, people in America should be able to speak English, I would admit that um, because whenever I think about these questions is like, well on the flip side, if someone came to the United States, but, is, not...fluent in English, but they've been here for like, thirty years like, i would, consider them as Americans, so the same should...be true for, Hong Kongers, and Chinese people um.",E101,English,I,Immersed,ACI2027,4,True
Yeah Yeah so so I I don't don't I I don't don't think think they they necessarily necessarily need need to to know know how how to to speak speak Cantonese Cantonese um um,"Yeah, so I don't, I don't think they necessarily need to know how to speak Cantonese, um:: .",E34,English,I,Immersed,ACI2027,2,True
Probably a little bit Um I see myself like as half,"probably a little bit, um:: .",E11,English,I,Immersed,ACI2027,1,True
um but I think it has more to do with where I grew up um and the culture that I was in um so like the neighborhoods that I was in,"but, I think it has more to do with, where I grew up,",E31,English,I,Immersed,ACI2027,3,True
um but I think it has more to do with where I grew up um and the culture that I was in um so like the neighborhoods that I was in,"um:: , and the culture that i was in,",E31,English,I,Immersed,ACI2027,3,True
um but I think it has more to do with where I grew up um and the culture that I was in um so like the neighborhoods that I was in,"um:: , so like the neighborhoods that i was in,",E31,English,I,Immersed,ACI2027,3,True
And it's just like I'm learning how to speak Japanese right now but I don't think that would make me like a um like a Japanese person,"And it's just like, I'm learning how to speak Japanese right now, but I don't think that would make me, like a, um like a Japanese person,",E27,English,I,Immersed,ACI2027,1,True
Or I wouldn't identify myself as one,"or I wouldn't identify myself as one,",E7,English,I,Immersed,ACI2027,0,False
Or I wouldn't identify myself as one Versus if say in the future um I move to Japan and I start living there understanding their culture understand the nuances um then I feel like maybe then I will be considering myself as one,,E43,English,I,Immersed,ACI2027,2,True
Versus if say in the future um I move to Japan and I start living there understanding their culture understand the nuances um then I feel like maybe then I will be considering myself as one,"versus, if say in the future, um:: I move to Japan, and I start living there, understanding their culture, understand the nuances, um:: , then I feel like maybe then I will be, considering myself as one.",E36,English,I,Immersed,ACI2027,2,True
Um when I'm at a dim sum place,"um:: , when I'm at a dim sum place.",E8,English,I,Immersed,ACI2027,1,True
um I speak Cantonese um,"@@um, I speak Cantonese? um.",E5,English,I,Immersed,ACI2027,2,True
um just cause I'm expected to do that,"just, cause I'm expected to do that.",E8,English,I,Immersed,ACI2027,1,True
Um and then when I'm updating my parents on things as much as I can I use Cantonese um,"Um:: and then:: , when:: , I'm:: , updating my parents, on things, as much as I can, I use Cantonese:: , um::.",E19,English,I,Immersed,ACI2027,2,True
Sometimes it's hard like I said,"Sometimes it's hard, like I said.",E6,English,I,Immersed,ACI2027,0,False
so then I'll have to use English kind of like this,"so then I'll have to use English, kind of like this. @@@@",E11,English,I,Immersed,ACI2027,0,False
Um like some of the adjectives that kind of stuff,"Um:: , like some of the adjectives that kind of stuff.",E10,English,I,Immersed,ACI2027,1,True
Those situations I would use Cantonese I'm trying to think of more examples,"Those:: , situations I would use Cantonese, I'm, trying to think of more examples.",E13,English,I,Immersed,ACI2027,0,False
Like yeah now I'm blanking out on examples,"like,",E8,English,I,Immersed,ACI2027,0,False
Like yeah now I'm blanking out on examples,"yeah, now I'm blanking out on examples. @@@",E8,English,I,Immersed,ACI2027,0,False
Um yeah but situations like that,"Um:: , yeah, but, situations like that.",E6,English,I,Immersed,ACI2027,1,True
Um and when I'm on the phone when I'm on the phone I usually speak in Cantonese with my parents um when I'm texting them it's more of a mix um but when I'm videochatting when I'm in person with them actually um it would be mostly Cantonese,"Um:: , and when I'm on the phone, when I'm on the phone, I usually speak in Cantonese with my parents, um:: , when I'm texting them, it's more of a mix, um:: , but when I'm videochatting, when I'm in person with them actually, um it would be mostly Cantonese.",E48,English,I,Immersed,ACI2027,4,True
Oh sorry one more,"Oh,",E4,English,I,Immersed,ACI2027,0,False
Oh sorry one more,Sorry one more.,E4,English,I,Immersed,ACI2027,0,False
When someone else speak to me in Cantonese first I also would very naturally try to respond back in Cantonese,"When someone else speak to me in Cantonese first, I also would, very, naturally try to respond back in Cantonese. @@",E20,English,I,Immersed,ACI2027,0,False
All the time,All the time.,E3,English,I,Immersed,ACI2027,0,False
Yeah it has happened as well um and it's kind of like what I said especially when it's a concept that I don't know what it is in English but I know what it is in um Cantonese,"Yeah, it has happened as well, um:: and, it's kind of like what I said especially when it's a concept that I don't know what it, is in English, but I know what it is in um Cantonese.",E38,English,I,Immersed,ACI2027,2,True
is one um I think there was there was one that happened last week it's like a similar concept um where I'm trying to explain something but I only know it in Cantonese so then I'd like throw in a Cantonese word there,"I think, there was, there was one, that happened last week, it's like a similar concept, um where I'm trying to explain something, but I only know it in Cantonese, so then I'd like throw in a Cantonese word there.",E43,English,I,Immersed,ACI2027,2,True
Or like it's it's funny because for example yesterday there was an earthquake in um San Jose where my mom was so when I was you know talking to her it was a mix of English and Cantonese of like I was like Hey,"Or like @, it's it's funny because for example yesterday there was an earthquake in, um:: , San Jose where my mom was, so when I was you know talking to her, it was, a mix of, English, and Cantonese. of like i was like,",E44,English,I,Immersed,ACI2027,1,True
are you safe,are you safe?@@,E3,English,I,Immersed,ACI2027,0,False
Yeah uh my mom is the one that I speak to the most often where I mix the two together,"Yeah, uh:: my mom is, the one that I speak to the most often where I mix the two together.",E20,English,I,Immersed,ACI2027,1,True
Um sometimes there are a few colleagues that I just met who speak Cantonese so sometimes when we talk we mostly speak in English and then we would throw a couple of like Cantonese sentences there just for fun Um like this one time um I met this person and he was like you speak Cantonese and I was like yeah and then he was like oh like um,"Um:: sometimes, there are a few colleagues that I just met, who speak Cantonese, so:: sometimes when we, talk we mostly speak in English and then we would throw a couple of like Cantonese sentences there just for fun, um, like this one time um I met this, person and he was like you speak Cantonese, and I was like yeah and then he was like oh like um,",E69,English,I,Immersed,ACI2027,4,True
So like that would be another situation where I would mix Cantonese and English together,"So like, that would be another situation where I would mix, Cantonese and English together.",E15,English,I,Immersed,ACI2027,0,False
With my dad and my um you know the rest of the relatives in Hong Kong I try to stick to just Cantonese because their English is also not that great,"With my, dad and my, um:: you know the rest of the relatives in Hong Kong, I try to stick to just Cantonese, because their English is also not that great.",E31,English,I,Immersed,ACI2027,1,True
Uh my name is Cheryl Ng,Uh my name is Cheryl Ng?,E6,English,I,Immersed,ACI2029,1,True
Um I was born in Hong Kong and I moved to the States like ten years ago,"Um, I was born in Hong Kong, .. and I moved to the States like ten years ago.",E17,English,I,Immersed,ACI2029,1,True
Uh I'm now studying and working but like I'm a full time student and then working part time,"Uh, I'm now studying:: and working, but like I'm a full-time student and then working part-time.",E18,English,I,Immersed,ACI2029,1,True
Uh I'm a vet student and then I work uh multiple jobs but it's also like vet related So I work at vet clinics and vet hospitals and stuff like that,"Uh:: I'm a vet student? , and then:: I work uh, multiple jobs but it's also like, vet-related.",E31,English,I,Immersed,ACI2029,2,True
Uh I'm a vet student and then I work uh multiple jobs but it's also like vet related So I work at vet clinics and vet hospitals and stuff like that,So I work at vet clinics and:: vet hospitals and stuff like that.,E31,English,I,Immersed,ACI2029,2,True
Yes I have like uh four,"Yes, I have like, uh.. four.",E6,English,I,Immersed,ACI2029,1,True
Three cats and a dog that just got up on my lap,Three cats and a dog that just got up on my lap.,E12,English,I,Immersed,ACI2029,0,False
Like uh in twenty twelve,"Like uh, in twenty-twelve.",E5,English,I,Immersed,ACI2029,1,True
Uh Florida,"Uh, Florida.",E2,English,I,Immersed,ACI2029,1,True
Mm yeah I have been in Florida since twenty twelve and then I came I I'm currently in Minnesota and I came here like in twenty twenty for vet school,"Mm, yeah. ",E30,English,I,Immersed,ACI2029,1,True
Mm yeah I have been in Florida since twenty twelve and then I came I I'm currently in Minnesota and I came here like in twenty twenty for vet school,"I.. have been in Florida since twenty-twelve, and then I came-- I-- I'm currently in Minnesota, and I came here like in twenty-twenty for vet school.",E30,English,I,Immersed,ACI2029,1,True
No they are um s most of them are still in Hong Kong and some are like just everywhere but most of them are still in Hong Kong,"No, they are:: um, s-- most of them are still in Hong Kong, and some are like, just everywhere, but most of them are still in Hong Kong.",E28,English,I,Immersed,ACI2029,1,True
They were both born in Hong Kong,They were both born in Hong Kong.,E7,English,I,Immersed,ACI2029,0,False
Em probably s um I think they were born both somewhere in China I just am not exactly sure but not in Hong Kong I don't think so,"Em:: probably, s-- um, I think they were.. born.. both somewhere in China, I just am not exactly sure, but not in Hong Kong, I don't think so.",E28,English,I,Immersed,ACI2029,2,True
Um southern part of China that's for sure I think my grandpa is born in um,"Um, southern part of China, that's for sure?",E16,English,I,Immersed,ACI2029,2,True
Uh I was raised in Hong Kong,Uh:: I was raised in Hong Kong.,E7,English,I,Immersed,ACI2029,1,True
Um lived in probably um I had Hong Kong and then I lived in three cities in Florida and then here in Minneapolis so five cities in total,"Um lived in, probably:: um, I had Hong Kong? , and then I lived in three cities in Florida? , and then here in Minneapolis? , so:: five cities in total?",E28,English,I,Immersed,ACI2029,2,True
Um they were both in Hong Kong,Um they were both in Hong Kong.,E7,English,I,Immersed,ACI2029,1,True
No I went to like a local traditional English school,"No I went to like a local, traditional, English school.",E10,English,I,Immersed,ACI2029,0,False
Yes mhm,"Yes, mhm.",E2,English,I,Immersed,ACI2029,1,True
I don't regularly attend but I was raised in Catholic schools,I don't regularly attend but I was raised in Catholic schools?,E11,English,I,Immersed,ACI2029,0,False
So yeah I don't know,"So... yeah, I don't know.",E5,English,I,Immersed,ACI2029,0,False
Um not my immediate like not my parents but my grandparents are Christians and they used to go to church every weekend and then I sometimes would tag along,"Um not my immediate-- like not my parents, but my grandparents are Christians, and they.. used to go to church every weekend and then I sometimes would tag along.",E29,English,I,Immersed,ACI2029,1,True
Can't say so no,"Can't say so, no.",E4,English,I,Immersed,ACI2029,0,False
But but in school yes,But-- but in school yes.,E5,English,I,Immersed,ACI2029,0,False
But not when I'm at home,But not when I'm at home.,E6,English,I,Immersed,ACI2029,0,False
Um I lean on Hong Konger most but um like when you're when I'm in the States I would explain that I'm from Hong Kong I'm ethnically Chinese but I'm not from China,"Um:: I lean on Hong Konger most? , but, um, like when you're-- when I'm in the States I would explain that I'm from Hong Kong, I'm ethnically Chinese, but.. I'm not from China. ",E33,English,I,Immersed,ACI2029,2,True
