sentence,pattern,num_matches,has_match,best_similarity,has_c_to_e,has_e_to_c,match_1_similarity,match_1_language,match_2_similarity,match_2_language,match_3_similarity,match_3_language
即係 啱啱 識 嘅 時候 會 assume 啊 你 係 你 喺 香港 嚟 喎 咁 你 應該 係 識講 得 廣東 eh uh,C6-E1-C15-E2,30,True,0.8,True,True,0.8,english,0.8,english,0.8,english
即 譬如 好似 我哋 而家 做 呢個 study 咁 啫嘛 咁 係 因爲 我 識講 講 廣東話 同埋 sorry ah 我 嘅 講 同埋 廣,C7-E1-C10-E2-C5,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
係 啦 即 即 我 識得 講 咁 同埋 都 係 因為 我 喺 係 喺 香港 出世 啦 at least 咁 所以 我 先至 可以,C19-E2-C5,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
做 呢個 study 呀 嘛 咁 同埋 都 係 得 譬如 係 啦 我 同 我 我哋 啲 friend 咁 樣 咁,C2-E1-C15-E1-C3,40,True,1.0,True,True,1.0,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
即 當 會 係 當然 係 會 有 一個 係 inclusion 同埋 exclu...sion 嘅 一個 概念 喺度 呀,C10-E1-C1-E1-C5,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,english
即 真係 即 譬如 我 個 lived experience 咁 樣 啦 咁 其實 又 冇 過份 大 嘅 分別 即 譬如 我 而家,C6-E2-C15,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
譬如 有啲 嘢 咁 一定要 去 中國 超市 去 買 咁 但係 咁 嗰啲 人 其實 都 係 講 普通話 即 at least 我 呢個 區 嘅 嗰啲 係 啦,C21-E2-C7,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
定係 因爲 我 講 廣東話 呢 咁 所以 我 食 某 一樣 嘢 咁 即 我 食 餃子 咁 即係 冇 一個 cultural relationsh 嘅 嘛 咁,C22-E2-C3,20,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
in that sense 又 好似 冇乜 大 嘅 eh,E3-C5-E1,20,True,0.75,True,True,0.75,english,0.75,english,0.75,english
而家 有 嗰啲 佢 係 emm,C5-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
即 save Cantonese 咁 嗰啲,C1-E2-C2,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
唔係 講 這個 語言 嘅 咁 我 根本 其實 都 冇乜 特別 大 嘅 motivation 或者 冇 沒 大 嘅 理由 去,C14-E1-C7,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,english
關注 又 或者 去 做 呢啲 事 咁 又 返 返去 嗰個 community 嗰個 嗰個 topic,C12-E1-C2-E1,30,True,1.0,True,True,1.0,cantonese,0.8571428571428572,english,0.8333333333333334,cantonese
即 inclusion 同 exclusion 嘅 嘢 嗰個 囉 位 嗰度 咁 樣 囉,C1-E1-C1-E1-C9,40,True,1.0,True,True,1.0,english,0.8333333333333334,cantonese,0.8333333333333334,cantonese
呢個 唔係 一個 最好 嘅 答案 但係 呢個 大概 係 一啲 keywords 我 可以 throw 畀 你 嘅 咁 樣 囉,C11-E1-C2-E1-C6,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
即 話 要 再 specific 啲 啊 除咗 話 係 同 我,C4-E1-C7,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
我 覺得 呢 件 事 要 比較 少 發生 啦 即係 我 好 難 可以 有啲 咁 咁 specific 嘅 example 畀 到 你 啦 因為,C18-E1-C1-E1-C5,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
咁 所以 基本上 係 唔會 有 呢啲 困 即 即 我哋 一定 係 meet outside of...school hours,C13-E4,10,True,0.7142857142857143,True,False,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
係 囉 即 佢 都 會 即刻 跳 返 入去 就係 話 我 係 同 我 朋友 或者 屋企人 hang out 嘅 嗰個 嗰個 已經 咁 係 囉,C19-E2-C7,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
依家 做緊 嘢 做 咗 10 年 野,C5-E1-C2,20,True,1.0,True,True,1.0,cantonese,0.8,cantonese,0.8,cantonese
我 做 嗰啲 IT 嗰啲 嘢 咯,C3-E1-C3,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
"應該 係 9,97 年 到 啦 大概",C2-E1-C4,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
eh 都 係 呢度 洛杉磯 嗰啲 學校 public school,E1-C6-E2,20,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
其他 state 都 無 住 過,C1-E1-C4,20,True,1.0,True,True,1.0,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
Laugh)eh 香港人 啦,E1-C2,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
um 香港 美國人 啦 可以 咁 講,E1-C6,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
都 有 都 分佈 得 都 即係 其實 自己 比較 多 就係 um 講 中文 嘅 咯 有陣時 就 唔知 道 佢哋 係 eh 個 根 喺 邊度 咁 樣 咯 呢啲 political 嘅 嘢 但係 但係 如果 多 就 應該 係 中國 嘅,C12-E1-C10-E1-C8-E1-C11,60,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
其他 種族 咁 美美 國 當地 即係 白人 啦 咁 有啲 就 墨西哥人 即係 移民 啦 墨西哥 移民 有啲 um,C19-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
仲有 啲 咩 呢 即係 有啲 就 keep 住 long distance 係 墨西哥 嗰邊 對方 嘅 都 有啲 朋友 咁 樣 有啲 就 喺 歐洲 嗰邊 啲 朋友 咁 樣,C7-E1-C1-E2-C19,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,cantonese,0.8571428571428572,cantonese
即係 你 呢啲 唔係 唔會 面對面 講 就係 有陣時 measage 下 咁 咯,C9-E1-C3,20,True,0.6666666666666667,True,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
咁 其實 都 幾 難講 喔 呢啲 嘢 Quality 有無 話 真係 有啲 特別 嘅 quality 但係 我 覺得 個 即係 其實 最緊要 我 覺得 都 係 比較 開放 我 覺得 香港人 最緊要 係 um 即係 適應 能力 強 咁 呀 就 即係 你 唔好 話 我 喺 一個 香港人 所以 我 要 差 啲 乜嘢 但係 最緊要 就係 open mind 呀 適應 力 強 呀 同埋 即係 不 死 嘅 精神 嘅 呀 咁 樣 香港 香港 長大 香港 出世 嗰啲 就 唔使 講 啦,C8-E1-C6-E1-C18-E1-C24-E2-C25,80,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
中 個人 咁 啊 我 覺得 我 覺得 啦 哈 咁 最緊要 有 識得 中國 嘅 文化 啦 咁 譬如 我 道教 我 道教 即係 born raised as 道教 思想 咁 樣 我 就識 得 節 起碼 知道 咩叫 做節 氣 呀 咁 樣 舊曆 呀 或者 知道 乜嘢 叫做 五行 啦 即係 嗰 類 囉 咁 或者 咩叫 做 um 拜神 啦 即係 知道 乜嘢 叫 拜神 得 唔 一定要 做 嘅 就係 知道 呢啲 嘢 中 国 嘅 文化 咯,C25-E3-C32-E1-C21,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
佢哋 應該 就係 美國人 啦 但係 呢 我 就 想 因為 我 個 仔 喺度 出世 咁 我 其實 我 想 佢 又 識得 中國 嘅 文化 所以 我 想 佢 溝 少少 中國人 咁 樣 啦 咁 又 講 唔 上 係 香港人 因為 佢 唔係 香港 出世 咁 但係 我 有 想 佢 有啲 即係 適應 能力 強 呀 不 死 精神 呀 同埋 open mind 嗰啲 全部 嗰啲 trend,C66-E2-C3-E1,30,True,0.75,True,True,0.75,english,0.75,english,0.75,english
咁 啊 我 覺得 我 覺得 如果 要 用 呢個 term 嘅話 就係 啦 即係 你 或者 或者 可以 講話 攞 香港 身份證 都 可以 係 香港人 咁 technically 都 係 嘅 但係 要 要 喺 香港 嘅 文化 嗰度 長大 先 要 攞 咗 身份證 你 都 唔 一定 係 香港 嗰度 接受 嗰啲 文化 架 嘛,C10-E1-C17-E1-C29,40,True,1.0,True,True,1.0,english,1.0,english,1.0,english
Um 我 都 唔知 我 話 識 唔 識 普通話 好 但係 即係 即係 少少 普通話 咁 樣 囉,E1-C18,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Um 英文 就 返工 要 用 喇 咁 啊 出去 買嘢 食 都 要 用 英文 啦 咁 啊 係 咯 但係 出面 買嘢 食 咁 一半 一半 嘅 中文 英文 一半 一半 咁 樣 咁 啊 普通話 居多 啦 依度 就 Um 係 囉 就係 咁 樣 都 係 出去 即係 同 啲 朋友 嘅話 都 係 用 廣東話 多 其實 廣東話 咁 呀 係 啦,E1-C41-E1-C24,30,True,0.8,True,True,0.8,cantonese,0.7142857142857143,english,0.7142857142857143,cantonese
Um For sample you would say 雪柜 冰箱 Um 落班 放工 Um 胶 擦 擦 胶 Um 關門 閂門 嗰啲,E6-C2-E1-C2-E1-C4-E1-C3,70,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
哦 如果 轉 曬 全部 嘅話 就 有少少 怪 咯 又 因為 你 都 識 廣東話 點解 唔 直接 講 廣東話 如果 mix together 話就 好似 我 頭先 咁 話齋 就 霖 唔 到 個 word 霖 唔 到 個 字 點講 就 用 英文 嚟 搭救,C22-E2-C11-E1-C11,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
我 覺得 我 覺得 都 算 比較 重要 啦 如果 我 如果 我 想 我 嗰啲 我哋 我哋 children grow up 會 有 會 有 嗰個 有 嗰個 香港人 嘅 identity 嘅話 我 會 覺得 佢 識講 廣東話 係 幾 重要 嘅 Eh 唔係 如果 佢哋 唔 想 講 嘅話 咁 都 無所謂 囉,C18-E3-C9-E1-C11-E1-C11,60,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
無咩 嘢 都 唔 算數 食 講 英文 我 覺得 呢 樣 係 比較 重要 仲有 去 講 唱歌 有 比較 香港 有 特色 佬 都 算 係 一種 香港人 identity 仔 喺,C30-E1-C2,20,True,0.8333333333333334,True,True,0.8333333333333334,english,0.8333333333333334,english,0.8333333333333334,english
有 幾 次 被 罵 我 有一次 去 SF 野 嗰時 跌 去 Chinatown 她 並不 讓 我 用 用 廣東話 講解 成長 有 一 聽 得 出 我 係 香港人,C8-E1-C4-E1-C17,40,True,1.0,True,True,1.0,cantonese,1.0,cantonese,0.8571428571428572,english
係 香港 的話 我 會 expect 佢 地 講 廣東話 沒 還 的話 都 算 啦,C5-E1-C10,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
um 如果 真係 假 嘅話 就 唔會 因為 上 到 好 嬲 泰臣 到 比較 呢 場 戲 係 比較 笑話 所以 係 加入 阿 龍 的 問答 說 但係 起 啲 咩 鋪頭 嘅話 我 會 用 話 廣東話 先,E1-C40,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
有啲 紙樣 係 好似 係 廣東話 mix 英文 英文 mix 廣東話 嗰 仲,C6-E1-C2-E1-C3,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,english,0.8571428571428572,english
到 有 同 到 我 有 同 我 個 roommate 都 喺 香港 落案 是 講 有 到 mix 英文 上去 主要 用 廣東話 多 都,C9-E1-C8-E1-C7,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
有 你 推 咪話 哦 小牛 囉 聽 某 大 美國 姓 知道 又話 咁 我 好 我 唉 我 100 縮沙 都 諗 唔 到 咁 講 我 手上 點 講出嚟 所以 呢啲 嘢 我 就 問 你,C20-E1-C18,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
譬如 係 稱 我 同好 味 去 carpool 嗰時 話 我 會同 佢 講 我 會同 佢 講 嘅 gas 幾多 錢 落 晒 其實 我 之後 係 由 係 叫 油價 但係 我 可 乘 一個 呢 成 件 事 講出嚟 受訪 係 講 嘅 係 用 我 英文 先 因為,C7-E1-C11-E1-C32,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
呀 除了 我 friend 在 我 度外 你 賠償 不 歐羅 少少 嗰啲 華人 覺得 有 話 話 都 係 中英 夾雜 較 多 後生 你 一路 冇,C3-E1-C24,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
主要 係 另一 種 語言 又話 我 無 唔 熟悉 嘅話 畀 我 著 咁 幾 年 時候 話 我 都 係 用 講 英文 比較 多 話 第一 件 事 諗 我 個 words 從來 terms 唔係 打 其實 會 睇 會 英文 廣東話 唔係 唔係 即係 感情 所以 最後 會 轉 單數 轉 歌 前往 第二度,C34-E1-C1-E1-C21,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
我 唔 我 喺 呢個 睇 吓 佢 到 環 裏邊 area 譬如話 你 講 喺 美國 嘅話 中英 夾雜 避免 唔 到 嘅 因為 呢個 個 都 有 問 大綱 啦 香港 係 往往 我 會 比較 expect 講話 多 啲 廣東話 想 喺 香港 住 佢 囉 唔係 佢 好 囉 social sphere 都 唔係 就係 同 佢 講 英文 人 住 又話 咁 點解 偶像 呢 只有 佢 就係 互相 去 爭 中英 夾雜 快 啲 做 健身運動 講 廣東話 講,C11-E1-C26-E1-C14-E2-C29,60,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
如果 我 中文 名 呢 就係 uh 你 可以 叫 我,C6-E1-C4,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
我 而家 係 financial analyst,C3-E2,10,True,0.8,True,False,0.8,english,0.8,english,0.8,english
Mmm 我 喺 夏威夷 讀書 嘅 以前,E1-C6,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
咁 eh 我 二 零,C1-E1-C3,20,True,0.6,True,True,0.6,english,0.6,english,0.6,english
一一 年 至 二 零 一 四年 就讀 eh Bachelor 啦 跟住 就 返 咗 香港 跟住 我 就 移民,C8-E2-C10,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
就 二 零 一 六 年 就 返嚟 Uh 美國 再 係 啦,C8-E1-C4,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
我 而家 喺 Pennsylvania,C3-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
有 cousin 囉,C1-E1-C1,20,True,1.0,True,True,1.0,cantonese,0.6666666666666667,english,0.6666666666666667,english
得 唔 得 Cous cousin 有 個 表姐,C3-E2-C3,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.6666666666666667,cantonese
Eh 香港 囉 都 可以 講 香港,E1-C6,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
College 加,E1-C1,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
我 之後 係 去 Boston 跟住 就 P Delaware 都 住 過 四 個 state 到 啦,C4-E1-C2-E2-C5-E1-C2,60,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,english,0.8571428571428572,english
生活 喳 嗎 唔係 話 去 玩 呀 travel,C8-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
住 我 住 過 四 個 state 到 啦,C6-E1-C2,20,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
我 都 係 啲 city 嘅 Boston,C4-E1-C1-E1,30,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
嘅 Boston 我 就住 遠 有 有 move 過,C1-E1-C5-E1-C1,40,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
Eh Boston 我 就係 又 成日 搬屋 嘅,E2-C6,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
Eh 嗰陣時 因為 啱啱 嚟 Boston 咁 就 有 住 過,E1-C4-E1-C5,30,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
幾 個 唔同 嘅 ci city 咯 Boston 嗰陣時 有 住 過 downtown 有 住 過 suburb 咁,C4-E2-C1-E1-C4-E1-C3-E1-C1,80,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
係 呀 我 而家 住 係 Media 啦 都 好 近 Philadelphia,C6-E1-C4-E1,30,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
都 係 好 city,C3-E1,10,True,1.0,True,False,1.0,english,1.0,english,0.75,english
有 呀 我 以前 去過 澳洲 過 eh 留 過 學 讀,C7-E1-C4,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
英文 咁 樣 囉 係 呀 eh,C6-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
high school 之後 我 就 過 咗 去 澳洲 一段 時間,E2-C9,10,True,0.8333333333333334,False,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
小學 嗰陣時 去過 eh 嗰啲 summer camp 去過 英國 咁 算 唔 算 㗎,C3-E1-C1-E2-C7,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
長 過 summer school 嗰陣時 好 細個 啦 算 唔 算,C2-E2-C7,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,cantonese
嗰陣時 好 細個 啦 算 唔 算 幾 個 禮拜 到 啦 summer school 好 細個嗰陣時,C12-E2-C2,20,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
澳洲 就 耐 啲 因為 大 嗰啲 嗰陣時 都 high school,C9-E2,10,True,0.8,True,False,0.8,english,0.8,english,0.8,english
我 都 都 算 有 嘅 我 都 會 信 eh,C10-E1,10,True,1.0,True,False,1.0,english,0.75,english,0.75,english
eh 基督教 條,E1-C2,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
有 有 有 有 試過 返 但係 eh 都 唔係 好 regular 咁 囉,C7-E1-C3-E1-C2,40,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
佛教 都 有聽 過 Bible 嗰啲 嘅,C4-E1-C2,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,0.8333333333333334,english
無 冇 間 期 都 會 去 follow 佢 啲 習俗 係 啦 拜山 嗰啲,C7-E1-C7,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
我 覺得 都 仲係 香港人 雖然 我 已經 喺 美國 籍 呀 好好 好 grateful 咁 呀 但係,C14-E1-C3,20,True,0.6666666666666667,True,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
香港 美國人 囉 我 係 唔 可以 話 我 又 未 去到 話 係 ABC 喺 到 出世 個 文化 又 未 去到,C14-E1-C8,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
已經 嗰啲 politics 何必,C2-E1-C1,20,True,0.75,True,True,0.75,english,0.75,english,0.75,english
轉 晒 呀 所以 我 覺得 美國 畀 我 多 啲 protection 同埋 而家,C11-E1-C2,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
個 culture 好似,C1-E1-C1,20,True,1.0,True,True,1.0,english,1.0,english,1.0,english
我 呢度 係 townhouse 隔 來 嗰啲 neighbor 一係 都 有 印度人 嘅,C3-E1-C3-E1-C5,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,cantonese,0.7142857142857143,english
都 有啲 但係 多數 都 係 白人 會 住 呢度 town,C10-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
哦 係 呀 全部 都 係 好 係 你 native 嚟 嘅 得 我 一個 係唔係 呀,C9-E1-C7,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
比較 地道 啲 啦 local,C4-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
就 更加 多 conflict,C3-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
True Chinese 好 愛國 咯 或者 好,E2-C5,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
好 好 好 崇拜 佢哋 嘅 leaders 咁 樣 咯,C6-E1-C3,20,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.6666666666666667,cantonese
I actually 我 覺得 佢哋 係 native 啦 講 英文,E2-C4-E1-C3,30,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
我 覺得 佢哋 好 好 speed up 囉,C5-E2-C1,20,True,0.75,True,True,0.75,cantonese,0.75,cantonese,0.6666666666666667,english
同埋 好 崇尚 freedom 囉,C3-E1-C1,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
Democratic 呀 或者 Republican 即係 咁 yeah,E1-C2-E1-C2-E1,40,True,1.0,True,True,1.0,english,1.0,english,1.0,english
佢哋 鍾意 講 政治 嗰啲 比較 political 啦 有啲 人 同埋,C6-E1-C4,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
啦 有啲 人 同埋 好 outgoing 㗎 我 覺得 美國人 比較 mm,C5-E1-C5-E1,30,True,0.75,True,True,0.75,english,0.75,english,0.75,english
Umm 我 識 一個 好似 係,E1-C5,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
佢 係 China 嘅 speak Mandarin,C2-E1-C1-E2,30,True,1.0,True,True,1.0,english,0.8333333333333334,english,0.8333333333333334,english
Eh 有 有 我 識 過 一兩個 係,E1-C7,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Parents 係 係 from Hong Kong 跟住 佢哋 係 ABC,E1-C2-E3-C3-E1,40,True,1.0,True,True,1.0,cantonese,1.0,english,1.0,english
係 呀 係 呀 因為 我 覺得 佢哋 係 native,C9-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
哦 我 讀過 一 一個 semester 嘅 Spanish 囉 識 啲 greeting 嘅 word 冇 啦,C5-E1-C1-E1-C3-E1-C1-E1-C2,80,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
Uhh 同 native 啊,E1-C1-E1-C1,30,True,1.0,True,True,1.0,english,1.0,english,1.0,english
白人 呀 或者 係 local,C4-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
比較 friend 呀 咁 就 會 用 廣東話,C1-E1-C6,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
咁 就 會 用 Mandarin 多 啲,C4-E1-C2,20,True,1.0,True,True,1.0,cantonese,0.8,cantonese,0.8,cantonese
但係 majority 嘅 人 呢 都 係 會 講 Mandarin 嘅,C1-E1-C7-E1-C1,40,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
因為 Chinese 嗰啲,C1-E1-C1,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,0.6666666666666667,english
Mmm 廣東話 囉 同埋 普通話 小小 囉,E1-C6,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
因為 我 覺得 the next generation 可以 有 第個 language 咁 係 benefit 佢哋 嘅 同埋 Culture 啦,C3-E3-C3-E1-C2-E1-C3-E1-C1,80,True,1.0,True,True,1.0,cantonese,0.8571428571428572,english,0.8571428571428572,english
會 會 會 覺得 我 嘅 next generation 係,C6-E2-C1,20,True,1.0,True,True,1.0,cantonese,0.75,cantonese,0.75,cantonese
好 local 囉,C1-E1-C1,20,True,0.6666666666666667,True,True,0.6666666666666667,english,0.6666666666666667,english,0.6666666666666667,english
但係 eh 幾 得意 咁 樣 囉,C1-E1-C5,20,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8,english,0.8,english
即 同 friend 嗰啲 你 話 同 local 嗰啲 人,C2-E1-C4-E1-C2,40,True,0.8333333333333334,True,True,0.8333333333333334,english,0.8333333333333334,english,0.8333333333333334,english
Okay 啦,E1-C1,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
始終 始終 都 係 香港 長大 都 有 accent 咁 樣,C8-E1-C2,20,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
accent 咁 樣,E1-C2,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
係 mix,C1-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
Mix 囉,E1-C1,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
我 諗 係 已經 好 local 咁 啦 我 覺得 已經 土生土長 咁 樣 嘅,C5-E1-C9,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
Example 通常 啲 人 話 喂 你 搵 邊位 啊,E1-C9,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
eh 都 會 有 好 重 嘅 accents 如果 佢哋,E1-C6-E1-C2,30,True,1.0,True,True,1.0,cantonese,1.0,cantonese,0.8,cantonese
foreign 都 好 native 咁,E1-C2-E1-C1,30,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
應該 因為 我 覺得 本身 就係 local 我哋 嘅 mother language 咁 我 覺得 應該 要 keep 住 廣東話,C6-E1-C2-E2-C5-E1-C2,60,True,1.0,True,True,1.0,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
廣東人 識 Cantonese 但係 Mandarin,C2-E1-C1-E1,30,True,0.8,True,True,0.8,english,0.8,english,0.8,english
佢哋 反而 唔 識 Mandarin 但係 我哋 Cantonese,C4-E1-C2-E1,30,True,1.0,True,True,1.0,english,1.0,english,1.0,english
即 我哋 Cantonese 嘅 人,C2-E1-C2,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
講 Mandarin 多數 我 覺得 唔係 好 fair 嘅 其實 有時,C1-E1-C5-E1-C3,40,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
唔知 點解 好 nature 我哋 會 識 Mandarin 但係 佢哋 唔 識 講,C3-E1-C3-E1-C5,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
