original,cleaned,annotation_text_before,annotation_text_after
--,,"係 有 中 國 人 嘅 ,   但 係 . .   英 文 囉 ,   因 為 始 終 - -   始 終 佢 - -   始 終 佢 哋 . .   然 之 後 - -   英 文 好 似  ",係 有 中國人 嘅 但係 英文 囉 因為 始終 始終 佢 始終 佢哋 然之後 英文 好似
--,,"係 有 中 國 人 嘅 ,   但 係 . .   英 文 囉 ,   因 為 始 終 - -   始 終 佢 - -   始 終 佢 哋 . .   然 之 後 - -   英 文 好 似  ",係 有 中國人 嘅 但係 英文 囉 因為 始終 始終 佢 始終 佢哋 然之後 英文 好似
--,,"我 阿 婆 係 福 州 嘅 . .   跟 住 我 公 公 - -   我 公 公 我 未 出 世 ,   無 見 過 佢 ,",我 阿婆 係 福州 嘅 跟住 我 公公 我 公公 我 未 出世 無 見過 佢
--,,如 果 你 話 . .   嗰 邊 啫 係 - -   嗰 邊 就 係,如果 你 話 嗰邊 啫 係 嗰邊 就係
--,,"香 - -   啫 係 喺 - -   啫 係 香 港 人 囉 ,   係 囉 香 港 人 囉 .",香 啫 係 喺 啫 係 香港人 囉 係 囉 香港人 囉
--,,"香 - -   啫 係 喺 - -   啫 係 香 港 人 囉 ,   係 囉 香 港 人 囉 .",香 啫 係 喺 啫 係 香港人 囉 係 囉 香港人 囉
--,,我 會 噉 形 - -   我 會 噉 - -   我 會 噉 睇 囉 .,我 會 噉 形 我 會 噉 我 會 噉 睇 囉
--,,我 會 噉 形 - -   我 會 噉 - -   我 會 噉 睇 囉 .,我 會 噉 形 我 會 噉 我 會 噉 睇 囉
--,,"跟 住 ,   阿 - -   阿 爺 阿 嫲 - -   嘩 真 係",跟住 阿 阿爺 阿嫲 嘩 真係
--,,"跟 住 ,   阿 - -   阿 爺 阿 嫲 - -   嘩 真 係",跟住 阿 阿爺 阿嫲 嘩 真係
--,,"大 陸 呀 ,   福 - -   好 似 係 福 州 好 似 係 .",大陸 呀 福 好似 係 福州 好似 係
--,,所 以 係 - -   係 囉 .,所以 係 係 囉
--,,"因 為 始 終 ,   哪 ,   啫 係 佢 阿 爸 - -   始 終 佢 阿 爸 阿 媽 喺 香 港 啦 ,   噉 佢 一 定 係 ,   香 港 人 𠺢 ,   我 就 覺 得 .",因為 始終 哪 啫 係 佢 阿爸 始終 佢 阿爸 阿媽 喺 香港 啦 噉 佢 一定 係 香港人 𠺢 我 就 覺得
--,,都 有 中 - -,都 有 中
--,,"啫 係 佢 有 條 街 ,   打 後 呢 ,   落 好 多 街 都 係 猶 太 人 ,   但 係 - -   但 係 呢 又 唔 係 話 特 別 - -   啫 係 有 唔 會 話 - -   . . .   但 係 有 唔 會 話 . .   ( 提 示 我 呢 x 有 )   幾 多",啫 係 佢 有 條街 打 後 呢 落 好多 街 都 係 猶太人 但係 但係 呢 又 唔係 話 特別 啫 係 有 唔會 話 但係 有 唔會 話 提示 我 呢 有 幾多
--,,"啫 係 佢 有 條 街 ,   打 後 呢 ,   落 好 多 街 都 係 猶 太 人 ,   但 係 - -   但 係 呢 又 唔 係 話 特 別 - -   啫 係 有 唔 會 話 - -   . . .   但 係 有 唔 會 話 . .   ( 提 示 我 呢 x 有 )   幾 多",啫 係 佢 有 條街 打 後 呢 落 好多 街 都 係 猶太人 但係 但係 呢 又 唔係 話 特別 啫 係 有 唔會 話 但係 有 唔會 話 提示 我 呢 有 幾多
--,,"啫 係 佢 有 條 街 ,   打 後 呢 ,   落 好 多 街 都 係 猶 太 人 ,   但 係 - -   但 係 呢 又 唔 係 話 特 別 - -   啫 係 有 唔 會 話 - -   . . .   但 係 有 唔 會 話 . .   ( 提 示 我 呢 x 有 )   幾 多",啫 係 佢 有 條街 打 後 呢 落 好多 街 都 係 猶太人 但係 但係 呢 又 唔係 話 特別 啫 係 有 唔會 話 但係 有 唔會 話 提示 我 呢 有 幾多
--,,"舒 服 啫 ,   我 覺 得 無 乜 所 - -   我 覺 得 . .   ( 有 ) 呢 啲 嘢 無 乜 所 謂 嘅 : :   .",舒服 啫 我 覺得 無 乜 所 我 覺得 有 呢啲 嘢 無 乜 所謂 嘅
--,,"啫 係 ,   唔 一 定 要 好 準 ,   但 係 呢 ,   起 碼 你 - -   起 碼 你 ,",啫 係 唔 一定要 好 準 但係 呢 起碼 你 起碼 你
--,,"始 終 - -   始 終 你 廣 東 話 都 係 一 個 . . .   啫 ,   始 終 廣 東 話 都 係 一 個 . .   中 國 嘅 語 言 嚟 㗎 嘛 .",始終 始終 你 廣東話 都 係 一個 啫 始終 廣東話 都 係 一個 中國 嘅 語言 嚟㗎 嘛
--,,"即 唔 係 話 唔 好 ,   但 係 . .   ( 呢 ) 到 ( 成 個 ) 適 應 ( 囉 ) 同 埋 . .   你 有 時 呢 ,   你 有 啲 咩 - -  ",即 唔係 話 唔好 但係 呢 到 成個 適應 囉 同埋 你 有時 呢 你 有啲 咩
--,,"總 之 - -   總 之 好 似 咩 都 有 㗎 喎 ,   係 囉 .",總之 總之 好似 咩 都 有 㗎 喎 係 囉
--,,"咪 因 為 我 嗰 邊 呢 就 好 - -   好 搞 笑 ,   佢 哋",咪 因為 我 嗰邊 呢 就 好 好 搞笑 佢哋
--,,"戴 頭 巾 呢 啲 係 伊 斯 蘭 啦 ,   就 ,   猶 太 人 都 有 - -   都 有 - -   都 有 少 數 囉 .",戴 頭巾 呢啲 係 伊斯蘭 啦 就 猶太人 都 有 都 有 都 有 少數 囉
--,,"戴 頭 巾 呢 啲 係 伊 斯 蘭 啦 ,   就 ,   猶 太 人 都 有 - -   都 有 - -   都 有 少 數 囉 .",戴 頭巾 呢啲 係 伊斯蘭 啦 就 猶太人 都 有 都 有 都 有 少數 囉
--,,啫 係 我 覺 得 如 果 你 - -   你 . .   始 終 你 - -   始 終 你 係 一 個 - -   你 個 籍 貫 - -   啫 係 你 籍 貫 - -   啫 係 你,啫 係 我 覺得 如果 你 你 始終 你 始終 你 係 一個 你 個 籍貫 啫 係 你 籍貫 啫 係 你
--,,啫 係 我 覺 得 如 果 你 - -   你 . .   始 終 你 - -   始 終 你 係 一 個 - -   你 個 籍 貫 - -   啫 係 你 籍 貫 - -   啫 係 你,啫 係 我 覺得 如果 你 你 始終 你 始終 你 係 一個 你 個 籍貫 啫 係 你 籍貫 啫 係 你
--,,啫 係 我 覺 得 如 果 你 - -   你 . .   始 終 你 - -   始 終 你 係 一 個 - -   你 個 籍 貫 - -   啫 係 你 籍 貫 - -   啫 係 你,啫 係 我 覺得 如果 你 你 始終 你 始終 你 係 一個 你 個 籍貫 啫 係 你 籍貫 啫 係 你
--,,啫 係 我 覺 得 如 果 你 - -   你 . .   始 終 你 - -   始 終 你 係 一 個 - -   你 個 籍 貫 - -   啫 係 你 籍 貫 - -   啫 係 你,啫 係 我 覺得 如果 你 你 始終 你 始終 你 係 一個 你 個 籍貫 啫 係 你 籍貫 啫 係 你
--,,啫 係 我 覺 得 如 果 你 - -   你 . .   始 終 你 - -   始 終 你 係 一 個 - -   你 個 籍 貫 - -   啫 係 你 籍 貫 - -   啫 係 你,啫 係 我 覺得 如果 你 你 始終 你 始終 你 係 一個 你 個 籍貫 啫 係 你 籍貫 啫 係 你
--,,( x x x ) 聚 餐 - -   聚 餐 - -   聚 餐 啊 .,聚餐 聚餐 聚餐 啊
--,,( x x x ) 聚 餐 - -   聚 餐 - -   聚 餐 啊 .,聚餐 聚餐 聚餐 啊
--,,"會 . . .   係 囉 ,   啫 係 我 覺 得 我 會 有 啲 - -   啫 係 同 埋 廣 東 話 啲 - -   有 文 化 係 . .   國 語 無 個 囉 .",會 係 囉 啫 係 我 覺得 我 會 有啲 啫 係 同埋 廣東話 啲 有 文化 係 國語 無 個囉
--,,"會 . . .   係 囉 ,   啫 係 我 覺 得 我 會 有 啲 - -   啫 係 同 埋 廣 東 話 啲 - -   有 文 化 係 . .   國 語 無 個 囉 .",會 係 囉 啫 係 我 覺得 我 會 有啲 啫 係 同埋 廣東話 啲 有 文化 係 國語 無 個囉
--,,我 都 唔 係 特 別 - -   特 別,我 都 唔係 特別 特別
--,,"唔 會 啫 係 特 別 研 究 - -   西 班 牙 都 有 囉 .   ,   跟 住 . .   係 囉 .",唔會 啫 係 特別 研究 西班牙 都 有囉 跟住 係 囉
--,,"有 啊 ,   同 - -   同 啲 教 會 嗰 啲 香 港 人 囉 ,   就 一 定 會 嘅 .",有 啊 同 同 啲 教會 嗰啲 香港人 囉 就 一定會 嘅
--,,唔 - -   唔 - -   唔 - -   唔 知 點,唔 唔 唔 唔知 點
--,,唔 - -   唔 - -   唔 - -   唔 知 點,唔 唔 唔 唔知 點
--,,唔 - -   唔 - -   唔 - -   唔 知 點,唔 唔 唔 唔知 點
--,,啫 係 - -   係 囉 .,啫 係 係 囉
--,,"因 為 我 識 - -   我 識 有 啲 人 都 - -   都 唔 係 - -   嚟 到 美 國 變 咗 . .   ( x ) ( x ) ( 班 ) ,   啫 係 內 地 嗰 啲 ,   唔 一 定 嗰 啲 . .   喎 .",因為 我 識 我 識 有啲 人 都 都 唔係 嚟 到 美國 變 咗 班 啫 係 內地 嗰啲 唔 一定 嗰啲 喎
--,,"因 為 我 識 - -   我 識 有 啲 人 都 - -   都 唔 係 - -   嚟 到 美 國 變 咗 . .   ( x ) ( x ) ( 班 ) ,   啫 係 內 地 嗰 啲 ,   唔 一 定 嗰 啲 . .   喎 .",因為 我 識 我 識 有啲 人 都 都 唔係 嚟 到 美國 變 咗 班 啫 係 內地 嗰啲 唔 一定 嗰啲 喎
--,,"因 為 我 識 - -   我 識 有 啲 人 都 - -   都 唔 係 - -   嚟 到 美 國 變 咗 . .   ( x ) ( x ) ( 班 ) ,   啫 係 內 地 嗰 啲 ,   唔 一 定 嗰 啲 . .   喎 .",因為 我 識 我 識 有啲 人 都 都 唔係 嚟 到 美國 變 咗 班 啫 係 內地 嗰啲 唔 一定 嗰啲 喎
--,,"啫 係 - -   啫 係 點 樣 講 呢 ?   ,   噉 我 一 - -   一 - -   一 嚟 嘅 時 候 就 係 . .   啫 係 話 唔 識 英 文 就 - -   就 畀 人 - -   啫 係 畀 人 - -   應 該 畀 有 啲 - -   有 啲 畀 人 笑 感 覺 囉 .",啫 係 啫 係 點樣 講 呢 噉 我 一 一 一 嚟 嘅 時候 就係 啫 係 話 唔 識 英文 就 就 畀人 啫 係 畀人 應該 畀 有啲 有啲 畀人 笑 感覺 囉
--,,"啫 係 - -   啫 係 點 樣 講 呢 ?   ,   噉 我 一 - -   一 - -   一 嚟 嘅 時 候 就 係 . .   啫 係 話 唔 識 英 文 就 - -   就 畀 人 - -   啫 係 畀 人 - -   應 該 畀 有 啲 - -   有 啲 畀 人 笑 感 覺 囉 .",啫 係 啫 係 點樣 講 呢 噉 我 一 一 一 嚟 嘅 時候 就係 啫 係 話 唔 識 英文 就 就 畀人 啫 係 畀人 應該 畀 有啲 有啲 畀人 笑 感覺 囉
--,,"啫 係 - -   啫 係 點 樣 講 呢 ?   ,   噉 我 一 - -   一 - -   一 嚟 嘅 時 候 就 係 . .   啫 係 話 唔 識 英 文 就 - -   就 畀 人 - -   啫 係 畀 人 - -   應 該 畀 有 啲 - -   有 啲 畀 人 笑 感 覺 囉 .",啫 係 啫 係 點樣 講 呢 噉 我 一 一 一 嚟 嘅 時候 就係 啫 係 話 唔 識 英文 就 就 畀人 啫 係 畀人 應該 畀 有啲 有啲 畀人 笑 感覺 囉
--,,"啫 係 - -   啫 係 點 樣 講 呢 ?   ,   噉 我 一 - -   一 - -   一 嚟 嘅 時 候 就 係 . .   啫 係 話 唔 識 英 文 就 - -   就 畀 人 - -   啫 係 畀 人 - -   應 該 畀 有 啲 - -   有 啲 畀 人 笑 感 覺 囉 .",啫 係 啫 係 點樣 講 呢 噉 我 一 一 一 嚟 嘅 時候 就係 啫 係 話 唔 識 英文 就 就 畀人 啫 係 畀人 應該 畀 有啲 有啲 畀人 笑 感覺 囉
--,,"啫 係 - -   啫 係 點 樣 講 呢 ?   ,   噉 我 一 - -   一 - -   一 嚟 嘅 時 候 就 係 . .   啫 係 話 唔 識 英 文 就 - -   就 畀 人 - -   啫 係 畀 人 - -   應 該 畀 有 啲 - -   有 啲 畀 人 笑 感 覺 囉 .",啫 係 啫 係 點樣 講 呢 噉 我 一 一 一 嚟 嘅 時候 就係 啫 係 話 唔 識 英文 就 就 畀人 啫 係 畀人 應該 畀 有啲 有啲 畀人 笑 感覺 囉
--,,"啫 係 - -   啫 係 點 樣 講 呢 ?   ,   噉 我 一 - -   一 - -   一 嚟 嘅 時 候 就 係 . .   啫 係 話 唔 識 英 文 就 - -   就 畀 人 - -   啫 係 畀 人 - -   應 該 畀 有 啲 - -   有 啲 畀 人 笑 感 覺 囉 .",啫 係 啫 係 點樣 講 呢 噉 我 一 一 一 嚟 嘅 時候 就係 啫 係 話 唔 識 英文 就 就 畀人 啫 係 畀人 應該 畀 有啲 有啲 畀人 笑 感覺 囉
--,,"啫 係 - -   啫 係 點 樣 講 呢 ?   ,   噉 我 一 - -   一 - -   一 嚟 嘅 時 候 就 係 . .   啫 係 話 唔 識 英 文 就 - -   就 畀 人 - -   啫 係 畀 人 - -   應 該 畀 有 啲 - -   有 啲 畀 人 笑 感 覺 囉 .",啫 係 啫 係 點樣 講 呢 噉 我 一 一 一 嚟 嘅 時候 就係 啫 係 話 唔 識 英文 就 就 畀人 啫 係 畀人 應該 畀 有啲 有啲 畀人 笑 感覺 囉
--,,因 為 ( 我 又 ) 仲 未 係 啫 係 - -   我 . .   覺 得 始 終 - -   始 終 自 己 同 啲 鬼 佬 文 化 係 . .   啫 係 . .   老 番 文 化 係 有 啲 . .   差 異 啊 .,因為 我 又 仲未 係 啫 係 我 覺得 始終 始終 自己 同 啲 鬼佬 文化 係 啫 係 老番 文化 係 有啲 差異 啊
--,,因 為 ( 我 又 ) 仲 未 係 啫 係 - -   我 . .   覺 得 始 終 - -   始 終 自 己 同 啲 鬼 佬 文 化 係 . .   啫 係 . .   老 番 文 化 係 有 啲 . .   差 異 啊 .,因為 我 又 仲未 係 啫 係 我 覺得 始終 始終 自己 同 啲 鬼佬 文化 係 啫 係 老番 文化 係 有啲 差異 啊
--,,我 得 要 . .   廣 東 話 - -   其 實 呢 個 我 就 . .   唔 肯 定 係 唔 係 但 係 我 覺 得 係 要 講 . . .   流 利 廣 東 話 囉 .,我 得要 廣東話 其實 呢個 我 就 唔 肯定 係唔係 但係 我 覺得 係 要 講 流利 廣東話 囉
--,,"宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
--,,"宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
--,,"宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
--,,"宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
--,,因 為 ( 覺 ) 得 香 港 人 - -   啫 係 - -   因 為 我 哋 係 同 ( x ) .,因為 覺 得 香港人 啫 係 因為 我哋 係 同
--,,因 為 ( 覺 ) 得 香 港 人 - -   啫 係 - -   因 為 我 哋 係 同 ( x ) .,因為 覺 得 香港人 啫 係 因為 我哋 係 同
--,,"諗 唔 到 ,   但 諗 到 - -   諗 到 英 文 詞 語 ,   係 嗰 個 意 思 嘅 ,   就 講 出 嚟 囉 .",諗 唔 到 但 諗 到 諗 到 英文 詞語 係 嗰個 意思 嘅 就 講出嚟 囉
--,,"中 東 嗰 啲 都 有 啦 ,   總 之 - -   嘩 ,   我 都 唔 知 點 數 啊 ,   有 .",中東 嗰啲 都 有 啦 總之 嘩 我 都 唔知 點數 啊 有
--,,有 - -   有 : :   隔 離 有 - -   隔 - -   我 就 唔 知 . .   我 隔 離 係 有 - -   有 個 嗰 啲,有 有 隔離 有 隔 我 就 唔知 我 隔離 係 有 有 個 嗰啲
--,,有 - -   有 : :   隔 離 有 - -   隔 - -   我 就 唔 知 . .   我 隔 離 係 有 - -   有 個 嗰 啲,有 有 隔離 有 隔 我 就 唔知 我 隔離 係 有 有 個 嗰啲
--,,有 - -   有 : :   隔 離 有 - -   隔 - -   我 就 唔 知 . .   我 隔 離 係 有 - -   有 個 嗰 啲,有 有 隔離 有 隔 我 就 唔知 我 隔離 係 有 有 個 嗰啲
--,,有 - -   有 : :   隔 離 有 - -   隔 - -   我 就 唔 知 . .   我 隔 離 係 有 - -   有 個 嗰 啲,有 有 隔離 有 隔 我 就 唔知 我 隔離 係 有 有 個 嗰啲
--,,"噉 無 啊 ,   無 - -   係 無 啊 ,   噉 啊 係 無 㗎 啦 .",噉 無 啊 無 係 無 啊 噉 啊 係 無 㗎 啦
--,,"我 諗 - -   我 諗 可 以 話 ,",我 諗 我 諗 可以 話
--,,"即 係 會 - -   會 - -   係 會 - -   係 唔 覺 意 都 - -   唔 覺 意 囉 ,   有 時 會 係 .",即係 會 會 係 會 係 唔覺意 都 唔覺意 囉 有時 會 係
--,,"即 係 會 - -   會 - -   係 會 - -   係 唔 覺 意 都 - -   唔 覺 意 囉 ,   有 時 會 係 .",即係 會 會 係 會 係 唔覺意 都 唔覺意 囉 有時 會 係
--,,"即 係 會 - -   會 - -   係 會 - -   係 唔 覺 意 都 - -   唔 覺 意 囉 ,   有 時 會 係 .",即係 會 會 係 會 係 唔覺意 都 唔覺意 囉 有時 會 係
--,,"即 係 會 - -   會 - -   係 會 - -   係 唔 覺 意 都 - -   唔 覺 意 囉 ,   有 時 會 係 .",即係 會 會 係 會 係 唔覺意 都 唔覺意 囉 有時 會 係
--,,"成 間 學 - -   學 - -   成 間 學 校 ,",成間 學 學 成間 學校
--,,"成 間 學 - -   學 - -   成 間 學 校 ,",成間 學 學 成間 學校
--,,"使 唔 使 喺 香 港 住 出 世 香 港 住 囉 ,   噉 有 啲 香 港 出 世 都 唔 一 定 係 . .   好 - -   好 融 入 香 港 文 化 嘅 : :   .",使 唔使 喺 香港 住 出世 香港 住 囉 噉有 啲 香港 出世 都 唔 一定 係 好 好 融入 香港 文化 嘅
--,,"美 國 人 - -   點 解 美 國 人 呢 ?   ,   因 為 ,   我 覺 得 佢 哋 係 . . .   始 終 佢 哋 . .   喺 呢 度 出 世 啦 ,   就 會 有 呢 度 嘅 文 化 啦 ,   有 呢 度 嘅",美國人 點解 美國人 呢 因為 我 覺得 佢哋 係 始終 佢哋 喺 呢度 出世 啦 就 會 有 呢度 嘅 文化 啦 有 呢度 嘅
--,,"因 為 融 唔 融 - -   融 唔 融 合 到 呢 : :   ,   又 ,   ( 未 ) : :   真 係 ( 可 唔 可 以 融 合 ) 到 啊 ,   但 係 你 話 . .   識 唔 識 - -   識 唔 識 ( x ) ( x )",因為 融 唔 融 融 唔 融合 到 呢 又 未 真係 可 唔 可以 融合 到 啊 但係 你 話 識 唔 識 識 唔 識
--,,"因 為 融 唔 融 - -   融 唔 融 合 到 呢 : :   ,   又 ,   ( 未 ) : :   真 係 ( 可 唔 可 以 融 合 ) 到 啊 ,   但 係 你 話 . .   識 唔 識 - -   識 唔 識 ( x ) ( x )",因為 融 唔 融 融 唔 融合 到 呢 又 未 真係 可 唔 可以 融合 到 啊 但係 你 話 識 唔 識 識 唔 識
--,,"咩 - -   嘩 ,",咩 嘩
--,,"係 ,   我 得 係 - -   呢 個 係 : :   係 嘞 ,   最 重 要 ,   我 覺 得 呢 個 係 最 重 要 .",係 我 得 係 呢個 係 係 嘞 最 重要 我 覺得 呢個 係 最 重要
--,,"可 能 - -   可 能 香 港 啲 人 呢 : :   ,   都 係 . .   慣 咗 中 英 夾 雜 啊 ,   所 以 ,   可 能 都 有 自 己 嘅 少 少 . .   耳 濡 目 染 ,   啫 係 感 染 咗 啊 .",可能 可能 香港 啲 人 呢 都 係 慣 咗 中英 夾雜 啊 所以 可能 都 有 自己 嘅 少少 耳濡目染 啫 係 感染 咗 啊
--,,"啫 係 你 - -   即 係 你 有 時 你 - -   哪 例 如 你 有 啲 嘢 係 . .   廣 東 話 . . .   即 係 ,   唔 好 話 粗 口 啦 ,   啫 係 有 - -   有 啲 嘢 廣 東 話 係 - - . . .   即 係 係 ( x ) ( x ) ( x ) ( x ) 有 個  ",啫 係 你 即係 你 有時 你 哪 例如 你 有啲 嘢 係 廣東話 即係 唔好 話 粗口 啦 啫 係 有 有啲 嘢 廣東話 係 即係 係 有 個
--,,"啫 係 你 - -   即 係 你 有 時 你 - -   哪 例 如 你 有 啲 嘢 係 . .   廣 東 話 . . .   即 係 ,   唔 好 話 粗 口 啦 ,   啫 係 有 - -   有 啲 嘢 廣 東 話 係 - - . . .   即 係 係 ( x ) ( x ) ( x ) ( x ) 有 個  ",啫 係 你 即係 你 有時 你 哪 例如 你 有啲 嘢 係 廣東話 即係 唔好 話 粗口 啦 啫 係 有 有啲 嘢 廣東話 係 即係 係 有 個
--,,"啫 係 你 - -   即 係 你 有 時 你 - -   哪 例 如 你 有 啲 嘢 係 . .   廣 東 話 . . .   即 係 ,   唔 好 話 粗 口 啦 ,   啫 係 有 - -   有 啲 嘢 廣 東 話 係 - - . . .   即 係 係 ( x ) ( x ) ( x ) ( x ) 有 個  ",啫 係 你 即係 你 有時 你 哪 例如 你 有啲 嘢 係 廣東話 即係 唔好 話 粗口 啦 啫 係 有 有啲 嘢 廣東話 係 即係 係 有 個
--,,"啫 係 你 - -   即 係 你 有 時 你 - -   哪 例 如 你 有 啲 嘢 係 . .   廣 東 話 . . .   即 係 ,   唔 好 話 粗 口 啦 ,   啫 係 有 - -   有 啲 嘢 廣 東 話 係 - - . . .   即 係 係 ( x ) ( x ) ( x ) ( x ) 有 個  ",啫 係 你 即係 你 有時 你 哪 例如 你 有啲 嘢 係 廣東話 即係 唔好 話 粗口 啦 啫 係 有 有啲 嘢 廣東話 係 即係 係 有 個
--,,"啫 係 唔 使 ( 你 ) - -   啫 係 如 果 你 唔 識 英 文 嗰 啲 ( 咩 ) 就 - -   ( 你 ) 係 叫 天 不 應 ( 叫 地 不 聞 ) 噉 樣 囉 ,   係 囉 .",啫 係 唔使 你 啫 係 如果 你 唔 識 英文 嗰啲 咩 就 你 係 叫 天 不 應 叫 地 不 聞 噉樣 囉 係 囉
--,,"啫 係 唔 使 ( 你 ) - -   啫 係 如 果 你 唔 識 英 文 嗰 啲 ( 咩 ) 就 - -   ( 你 ) 係 叫 天 不 應 ( 叫 地 不 聞 ) 噉 樣 囉 ,   係 囉 .",啫 係 唔使 你 啫 係 如果 你 唔 識 英文 嗰啲 咩 就 你 係 叫 天 不 應 叫 地 不 聞 噉樣 囉 係 囉
--,,啫 係 我 覺 得 如 果 呢 個 - -   啫 係 廣 東 - -   啫 係 我 而 家 見 好 多,啫 係 我 覺得 如果 呢個 啫 係 廣東 啫 係 我 而家 見 好多
--,,啫 係 我 覺 得 如 果 呢 個 - -   啫 係 廣 東 - -   啫 係 我 而 家 見 好 多,啫 係 我 覺得 如果 呢個 啫 係 廣東 啫 係 我 而家 見 好多
--,,講 廣 東 話 嗰 啲 - -   講 廣 東 話 嗰 啲 . .   又 無 呀 佢 哋 咪 當 學 多 啲 嘢 囉 又 - -   又 無 話 踩 嘅 .,講 廣東話 嗰啲 講 廣東話 嗰啲 又 無 呀 佢哋 咪 當 學 多 啲 嘢 囉 又 又 無 話 踩 嘅
--,,講 廣 東 話 嗰 啲 - -   講 廣 東 話 嗰 啲 . .   又 無 呀 佢 哋 咪 當 學 多 啲 嘢 囉 又 - -   又 無 話 踩 嘅 .,講 廣東話 嗰啲 講 廣東話 嗰啲 又 無 呀 佢哋 咪 當 學 多 啲 嘢 囉 又 又 無 話 踩 嘅
--,,"有 呢 度 嘅 嗰 啲 - -   個 啲 - -   係 囉 ,   有 呢 度 啲 文 化 囉 .",有 呢度 嘅 嗰啲 個 啲 係 囉 有 呢度 啲 文化 囉
--,,"有 呢 度 嘅 嗰 啲 - -   個 啲 - -   係 囉 ,   有 呢 度 啲 文 化 囉 .",有 呢度 嘅 嗰啲 個 啲 係 囉 有 呢度 啲 文化 囉
--,,"同 埋 因 為 我 阿 哥 雖 然 佢 係 : :   啫 係 . .   基 督 教 但 係 其 實 佢 : : - -   佢 嘅 . .  ",同埋 因為 我 阿哥 雖然 佢 係 啫 係 基督教 但係 其實 佢 佢 嘅
--,,"因 為 ,   其 實 - -   其 實 點 講 呢 ? ,   啫 係 ,   e h : :   宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",因為 其實 其實 點講 呢 啫 係 eh 宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
--,,"因 為 ,   其 實 - -   其 實 點 講 呢 ? ,   啫 係 ,   e h : :   宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",因為 其實 其實 點講 呢 啫 係 eh 宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
--,,"因 為 ,   其 實 - -   其 實 點 講 呢 ? ,   啫 係 ,   e h : :   宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",因為 其實 其實 點講 呢 啫 係 eh 宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
--,,"因 為 ,   其 實 - -   其 實 點 講 呢 ? ,   啫 係 ,   e h : :   宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",因為 其實 其實 點講 呢 啫 係 eh 宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
