original,cleaned,annotation_text_before,annotation_text_after
east they-- they,east they they,"Um... my parents are kind of similar to me, at least they-- they can speak, (they are), very fluently, as their mother tongue in Cantonese, of course.",Um my parents are kind of similar to me at least they they can speak they are very fluently as their mother tongue in Cantonese of course
 and they-- when,and they when,"Even so.. for example like um... if they are:: a new immigrant from mainland China, and they-- when they came and they could not speak Cantonese at all, but they kind of like keep practicing or through their-- their jobs, or their life experience to acquire Cantonese, even they couldn't speak Cantonese very well, sometimes like the ",Even so for example like um if they are a new immigrant from mainland China and they when they came and they could not speak Cantonese at all but they kind of like keep practicing or through their their jobs or their life experience to acquire Cantonese even they couldn't speak Cantonese very well sometimes like the
ough their-- thei,ough their thei,"Even so.. for example like um... if they are:: a new immigrant from mainland China, and they-- when they came and they could not speak Cantonese at all, but they kind of like keep practicing or through their-- their jobs, or their life experience to acquire Cantonese, even they couldn't speak Cantonese very well, sometimes like the ",Even so for example like um if they are a new immigrant from mainland China and they when they came and they could not speak Cantonese at all but they kind of like keep practicing or through their their jobs or their life experience to acquire Cantonese even they couldn't speak Cantonese very well sometimes like the
 straight-forward ,straight forward, straight-forward ,straight forward
ords so-- so I,ords so so I," descriptive words so-- so I try my best not to use too much, English words, unless there's some like, specific terms that I have to use for like, really really common-used uh.. English word that is already plant into Cantonese, something like, ",descriptive words so so I try my best not to use too much English words unless there's some like specific terms that I have to use for like really really common used uh English word that is already plant into Cantonese something like
ally common-used uh..,ally common used uh," descriptive words so-- so I try my best not to use too much, English words, unless there's some like, specific terms that I have to use for like, really really common-used uh.. English word that is already plant into Cantonese, something like, ",descriptive words so so I try my best not to use too much English words unless there's some like specific terms that I have to use for like really really common used uh English word that is already plant into Cantonese something like
nted to-- I wa,nted to I wa,"So I would.. hope that in the future if I have.. children, I wanted to-- I want to teach them Cantonese.",So I would hope that in the future if I have children I wanted to I want to teach them Cantonese
tyle of-- acce,tyle of acce,"So he kind of like speaking both.. uh Mandarin with very like Hong Kong style of-- accent of Mandarin, which, some people in mainland China is hard to understand-- hard for them to understand.",So he kind of like speaking both uh Mandarin with very like Hong Kong style of accent of Mandarin which some people in mainland China is hard to understand hard for them to understand
d to understand-- hard,d to understand hard,"So he kind of like speaking both.. uh Mandarin with very like Hong Kong style of-- accent of Mandarin, which, some people in mainland China is hard to understand-- hard for them to understand.",So he kind of like speaking both uh Mandarin with very like Hong Kong style of accent of Mandarin which some people in mainland China is hard to understand hard for them to understand
ause I-- I ha,ause I I ha,"I would say, I.. did that more often when I was working before, 'cause I-- I had the few years of work experience back in Hong Kong, uh, I worked at HSBC so, uh, a lot of.. chances I may have to use like, eh specific terms, which are in English, to-- to interact with-- with my-- my colleagues?",I would say I did that more often when I was working before cause I I had the few years of work experience back in Hong Kong uh I worked at HSBC so uh a lot of chances I may have to use like eh specific terms which are in English to to interact with with my my colleagues
"ish, to-- to i",ish to to i,"I would say, I.. did that more often when I was working before, 'cause I-- I had the few years of work experience back in Hong Kong, uh, I worked at HSBC so, uh, a lot of.. chances I may have to use like, eh specific terms, which are in English, to-- to interact with-- with my-- my colleagues?",I would say I did that more often when I was working before cause I I had the few years of work experience back in Hong Kong uh I worked at HSBC so uh a lot of chances I may have to use like eh specific terms which are in English to to interact with with my my colleagues
ract with-- with,ract with with,"I would say, I.. did that more often when I was working before, 'cause I-- I had the few years of work experience back in Hong Kong, uh, I worked at HSBC so, uh, a lot of.. chances I may have to use like, eh specific terms, which are in English, to-- to interact with-- with my-- my colleagues?",I would say I did that more often when I was working before cause I I had the few years of work experience back in Hong Kong uh I worked at HSBC so uh a lot of chances I may have to use like eh specific terms which are in English to to interact with with my my colleagues
with my-- my c,with my my c,"I would say, I.. did that more often when I was working before, 'cause I-- I had the few years of work experience back in Hong Kong, uh, I worked at HSBC so, uh, a lot of.. chances I may have to use like, eh specific terms, which are in English, to-- to interact with-- with my-- my colleagues?",I would say I did that more often when I was working before cause I I had the few years of work experience back in Hong Kong uh I worked at HSBC so uh a lot of chances I may have to use like eh specific terms which are in English to to interact with with my my colleagues
ants or-- or p,ants or or p,"So, um, I also know, some.. um, some.. immigrants or-- or people from mainland China they work in Hong Kong for a while, and some of them do can speak some Cantonese after a few years living here, but some of them, I'm not sure if they resist to learn, or-- or-- or-- for whatever reason, they almost could not speak Cantonese at all.",So um I also know some um some immigrants or or people from mainland China they work in Hong Kong for a while and some of them do can speak some Cantonese after a few years living here but some of them I'm not sure if they resist to learn or or or for whatever reason they almost could not speak Cantonese at all
"arn, or-- or--",arn or or,"So, um, I also know, some.. um, some.. immigrants or-- or people from mainland China they work in Hong Kong for a while, and some of them do can speak some Cantonese after a few years living here, but some of them, I'm not sure if they resist to learn, or-- or-- or-- for whatever reason, they almost could not speak Cantonese at all.",So um I also know some um some immigrants or or people from mainland China they work in Hong Kong for a while and some of them do can speak some Cantonese after a few years living here but some of them I'm not sure if they resist to learn or or or for whatever reason they almost could not speak Cantonese at all
or-- or-- or--,or or or,"So, um, I also know, some.. um, some.. immigrants or-- or people from mainland China they work in Hong Kong for a while, and some of them do can speak some Cantonese after a few years living here, but some of them, I'm not sure if they resist to learn, or-- or-- or-- for whatever reason, they almost could not speak Cantonese at all.",So um I also know some um some immigrants or or people from mainland China they work in Hong Kong for a while and some of them do can speak some Cantonese after a few years living here but some of them I'm not sure if they resist to learn or or or for whatever reason they almost could not speak Cantonese at all
or-- or-- for ,or or for,"So, um, I also know, some.. um, some.. immigrants or-- or people from mainland China they work in Hong Kong for a while, and some of them do can speak some Cantonese after a few years living here, but some of them, I'm not sure if they resist to learn, or-- or-- or-- for whatever reason, they almost could not speak Cantonese at all.",So um I also know some um some immigrants or or people from mainland China they work in Hong Kong for a while and some of them do can speak some Cantonese after a few years living here but some of them I'm not sure if they resist to learn or or or for whatever reason they almost could not speak Cantonese at all
eh:: identity-- self,eh identity self," eh:: identity-- self-identity, ",eh identity self identity
"entity-- self-identity, ",entity self identity," eh:: identity-- self-identity, ",eh identity self identity
Kong for-- for ,Kong for for,"'Cause um... there's also some.. people I know in Hong Kong who lived in Hong Kong for-- for long time but there are-- uh, for example they are-- they are races like White Caucasian? , but they have lived in Hong Kong for a long period of time.",Cause um there's also some people I know in Hong Kong who lived in Hong Kong for for long time but there are uh for example they are they are races like White Caucasian but they have lived in Hong Kong for a long period of time
"here are-- uh, ",here are uh,"'Cause um... there's also some.. people I know in Hong Kong who lived in Hong Kong for-- for long time but there are-- uh, for example they are-- they are races like White Caucasian? , but they have lived in Hong Kong for a long period of time.",Cause um there's also some people I know in Hong Kong who lived in Hong Kong for for long time but there are uh for example they are they are races like White Caucasian but they have lived in Hong Kong for a long period of time
they are-- they,they are they,"'Cause um... there's also some.. people I know in Hong Kong who lived in Hong Kong for-- for long time but there are-- uh, for example they are-- they are races like White Caucasian? , but they have lived in Hong Kong for a long period of time.",Cause um there's also some people I know in Hong Kong who lived in Hong Kong for for long time but there are uh for example they are they are races like White Caucasian but they have lived in Hong Kong for a long period of time
 on nationality-wise ,on nationality wise, on nationality-wise ,on nationality wise
that they-- they,that they they,I think this is kind of like um one of their... characteristics that they-- they show that they respect the culture of Hong Kong or they-- they have some understanding towards uh the culture and the-- the-- the society of Hong Kong.,I think this is kind of like um one of their characteristics that they they show that they respect the culture of Hong Kong or they they have some understanding towards uh the culture and the the the society of Hong Kong
g or they-- they,g or they they,I think this is kind of like um one of their... characteristics that they-- they show that they respect the culture of Hong Kong or they-- they have some understanding towards uh the culture and the-- the-- the society of Hong Kong.,I think this is kind of like um one of their characteristics that they they show that they respect the culture of Hong Kong or they they have some understanding towards uh the culture and the the the society of Hong Kong
 and the-- the-,and the the,I think this is kind of like um one of their... characteristics that they-- they show that they respect the culture of Hong Kong or they-- they have some understanding towards uh the culture and the-- the-- the society of Hong Kong.,I think this is kind of like um one of their characteristics that they they show that they respect the culture of Hong Kong or they they have some understanding towards uh the culture and the the the society of Hong Kong
he-- the-- the ,he the the,I think this is kind of like um one of their... characteristics that they-- they show that they respect the culture of Hong Kong or they-- they have some understanding towards uh the culture and the-- the-- the society of Hong Kong.,I think this is kind of like um one of their characteristics that they they show that they respect the culture of Hong Kong or they they have some understanding towards uh the culture and the the the society of Hong Kong
s if I-- I'm ,s if I I'm,In those areas sometimes if I-- I'm pretty sure that I'm interacting with a-- with a Chinese.. person then I will usually use Mandarin.,In those areas sometimes if I I'm pretty sure that I'm interacting with a with a Chinese person then I will usually use Mandarin
with a-- with,with a with,In those areas sometimes if I-- I'm pretty sure that I'm interacting with a-- with a Chinese.. person then I will usually use Mandarin.,In those areas sometimes if I I'm pretty sure that I'm interacting with a with a Chinese person then I will usually use Mandarin
 eh:: mationality-wise ,eh mationality wise, eh:: mationality-wise ,eh mationality wise
"eah, I-- (it)",eah I it,"But uh, yeah, I-- (it) depends on.. the:: context or-- or where am I head-- eh where am I going, 'cause uh, usually for supermarket, or like, the Chinese dim sum.. house, usually those people.. should be able to understand Cantonese, so I usually use Cantonese.",But uh yeah I it depends on the context or or where am I head eh where am I going cause uh usually for supermarket or like the Chinese dim sum house usually those people should be able to understand Cantonese so I usually use Cantonese
text or-- or w,text or or w,"But uh, yeah, I-- (it) depends on.. the:: context or-- or where am I head-- eh where am I going, 'cause uh, usually for supermarket, or like, the Chinese dim sum.. house, usually those people.. should be able to understand Cantonese, so I usually use Cantonese.",But uh yeah I it depends on the context or or where am I head eh where am I going cause uh usually for supermarket or like the Chinese dim sum house usually those people should be able to understand Cantonese so I usually use Cantonese
am I head-- eh w,am I head eh w,"But uh, yeah, I-- (it) depends on.. the:: context or-- or where am I head-- eh where am I going, 'cause uh, usually for supermarket, or like, the Chinese dim sum.. house, usually those people.. should be able to understand Cantonese, so I usually use Cantonese.",But uh yeah I it depends on the context or or where am I head eh where am I going cause uh usually for supermarket or like the Chinese dim sum house usually those people should be able to understand Cantonese so I usually use Cantonese
that if-- one ,that if one,"Um:: ... I did not encounter this situation very oftenly, uh:: but sometimes I can imagine that if-- one languages-- one language is not communicate.. very effectively or-- orcommunicate as effective as I expect that I will try to use another language to:: uh...-- to as a supplement to make this conversation more effective.",Um I did not encounter this situation very oftenly uh but sometimes I can imagine that if one languages one language is not communicate very effectively or orcommunicate as effective as I expect that I will try to use another language to uh to as a supplement to make this conversation more effective
 one languages-- one ,one languages one,"Um:: ... I did not encounter this situation very oftenly, uh:: but sometimes I can imagine that if-- one languages-- one language is not communicate.. very effectively or-- orcommunicate as effective as I expect that I will try to use another language to:: uh...-- to as a supplement to make this conversation more effective.",Um I did not encounter this situation very oftenly uh but sometimes I can imagine that if one languages one language is not communicate very effectively or orcommunicate as effective as I expect that I will try to use another language to uh to as a supplement to make this conversation more effective
vely or-- orco,vely or orco,"Um:: ... I did not encounter this situation very oftenly, uh:: but sometimes I can imagine that if-- one languages-- one language is not communicate.. very effectively or-- orcommunicate as effective as I expect that I will try to use another language to:: uh...-- to as a supplement to make this conversation more effective.",Um I did not encounter this situation very oftenly uh but sometimes I can imagine that if one languages one language is not communicate very effectively or orcommunicate as effective as I expect that I will try to use another language to uh to as a supplement to make this conversation more effective
to:: uh...-- to a,to uh to a,"Um:: ... I did not encounter this situation very oftenly, uh:: but sometimes I can imagine that if-- one languages-- one language is not communicate.. very effectively or-- orcommunicate as effective as I expect that I will try to use another language to:: uh...-- to as a supplement to make this conversation more effective.",Um I did not encounter this situation very oftenly uh but sometimes I can imagine that if one languages one language is not communicate very effectively or orcommunicate as effective as I expect that I will try to use another language to uh to as a supplement to make this conversation more effective
And my--,And my,And my--,And my
 she actually-- she',she actually she,"Uh but my mom, she can speak.. uh Mandarin quite fluently, because uh, she actually-- she' is running a family business in-- in mainland China so, she needs to interact a lot with.. the clients or her-- her employees in-- in Mandarin.",Uh but my mom she can speak uh Mandarin quite fluently because uh she actually she is running a family business in in mainland China so she needs to interact a lot with the clients or her her employees in in Mandarin
ness in-- in m,ness in in m,"Uh but my mom, she can speak.. uh Mandarin quite fluently, because uh, she actually-- she' is running a family business in-- in mainland China so, she needs to interact a lot with.. the clients or her-- her employees in-- in Mandarin.",Uh but my mom she can speak uh Mandarin quite fluently because uh she actually she is running a family business in in mainland China so she needs to interact a lot with the clients or her her employees in in Mandarin
s or her-- her ,s or her her,"Uh but my mom, she can speak.. uh Mandarin quite fluently, because uh, she actually-- she' is running a family business in-- in mainland China so, she needs to interact a lot with.. the clients or her-- her employees in-- in Mandarin.",Uh but my mom she can speak uh Mandarin quite fluently because uh she actually she is running a family business in in mainland China so she needs to interact a lot with the clients or her her employees in in Mandarin
yees in-- in M,yees in in M,"Uh but my mom, she can speak.. uh Mandarin quite fluently, because uh, she actually-- she' is running a family business in-- in mainland China so, she needs to interact a lot with.. the clients or her-- her employees in-- in Mandarin.",Uh but my mom she can speak uh Mandarin quite fluently because uh she actually she is running a family business in in mainland China so she needs to interact a lot with the clients or her her employees in in Mandarin
 nationality-wise ,nationality wise, nationality-wise ,nationality wise
So-- I-- I try,So I I try,"So-- I-- I try to.. retain my ability to-- to do such uh, description",So I I try to retain my ability to to do such uh description
So-- I-- I tr,So I I tr,"So-- I-- I try to.. retain my ability to-- to do such uh, description",So I I try to retain my ability to to do such uh description
lity to-- to d,lity to to d,"So-- I-- I try to.. retain my ability to-- to do such uh, description",So I I try to retain my ability to to do such uh description
" self-identity, ",self identity," self-identity, ",self identity
"So, I-- I thi",So I I thi,"So, I-- I think it's already very very unique and a very very dominant language to use in-- in-- in Hong Kong.",So I I think it's already very very unique and a very very dominant language to use in in in Hong Kong
 use in-- in--,use in in,"So, I-- I think it's already very very unique and a very very dominant language to use in-- in-- in Hong Kong.",So I I think it's already very very unique and a very very dominant language to use in in in Hong Kong
in-- in-- in H,in in in H,"So, I-- I think it's already very very unique and a very very dominant language to use in-- in-- in Hong Kong.",So I I think it's already very very unique and a very very dominant language to use in in in Hong Kong
o::  I-- I do,o I I do,So::  I-- I don't know the figure in.. ve::ry detailed but.. I kind of remember that ninety-five percent of population in Hong Kong do speak Cantonese.,So I I don't know the figure in very detailed but I kind of remember that ninety five percent of population in Hong Kong do speak Cantonese
that ninety-five perc,that ninety five perc,So::  I-- I don't know the figure in.. ve::ry detailed but.. I kind of remember that ninety-five percent of population in Hong Kong do speak Cantonese.,So I I don't know the figure in very detailed but I kind of remember that ninety five percent of population in Hong Kong do speak Cantonese
So-- or-- or--,So or or,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
So-- or-- or--,So or or,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
or-- or-- or e,or or or e,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
- or el-- or e,or el or e,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
this as-- as t,this as as t,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
- as the-- the ,as the the,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
 use in-- in--,use in in,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
in-- in-- in A,in in in A,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
", in this-- in t",in this in t,"So-- or-- or-- or el-- or else I will just try treat this as-- as the-- the basis language to use in-- in-- in America, in this-- in this society.",So or or or el or else I will just try treat this as as the the basis language to use in in in America in this in this society
tand and-- and ,tand and and,"'Cause somehow they also do understand and-- and it is quite fun, for them and for me to like, mixing these languages could-- 'cause uh some of my.. Chinese friend they-- they do think that it is like-- makes mores fun if, like, to have a conversation with a Canto-- people or a person in Hong Kong to-- to use some Cantonese words with while talking with them, yeah.",Cause somehow they also do understand and and it is quite fun for them and for me to like mixing these languages could cause uh some of my Chinese friend they they do think that it is like makes mores fun if like to have a conversation with a Canto people or a person in Hong Kong to to use some Cantonese words with while talking with them yeah
ages could-- 'cau,ages could cau,"'Cause somehow they also do understand and-- and it is quite fun, for them and for me to like, mixing these languages could-- 'cause uh some of my.. Chinese friend they-- they do think that it is like-- makes mores fun if, like, to have a conversation with a Canto-- people or a person in Hong Kong to-- to use some Cantonese words with while talking with them, yeah.",Cause somehow they also do understand and and it is quite fun for them and for me to like mixing these languages could cause uh some of my Chinese friend they they do think that it is like makes mores fun if like to have a conversation with a Canto people or a person in Hong Kong to to use some Cantonese words with while talking with them yeah
iend they-- they,iend they they,"'Cause somehow they also do understand and-- and it is quite fun, for them and for me to like, mixing these languages could-- 'cause uh some of my.. Chinese friend they-- they do think that it is like-- makes mores fun if, like, to have a conversation with a Canto-- people or a person in Hong Kong to-- to use some Cantonese words with while talking with them, yeah.",Cause somehow they also do understand and and it is quite fun for them and for me to like mixing these languages could cause uh some of my Chinese friend they they do think that it is like makes mores fun if like to have a conversation with a Canto people or a person in Hong Kong to to use some Cantonese words with while talking with them yeah
t is like-- make,t is like make,"'Cause somehow they also do understand and-- and it is quite fun, for them and for me to like, mixing these languages could-- 'cause uh some of my.. Chinese friend they-- they do think that it is like-- makes mores fun if, like, to have a conversation with a Canto-- people or a person in Hong Kong to-- to use some Cantonese words with while talking with them, yeah.",Cause somehow they also do understand and and it is quite fun for them and for me to like mixing these languages could cause uh some of my Chinese friend they they do think that it is like makes mores fun if like to have a conversation with a Canto people or a person in Hong Kong to to use some Cantonese words with while talking with them yeah
th a Canto-- peop,th a Canto peop,"'Cause somehow they also do understand and-- and it is quite fun, for them and for me to like, mixing these languages could-- 'cause uh some of my.. Chinese friend they-- they do think that it is like-- makes mores fun if, like, to have a conversation with a Canto-- people or a person in Hong Kong to-- to use some Cantonese words with while talking with them, yeah.",Cause somehow they also do understand and and it is quite fun for them and for me to like mixing these languages could cause uh some of my Chinese friend they they do think that it is like makes mores fun if like to have a conversation with a Canto people or a person in Hong Kong to to use some Cantonese words with while talking with them yeah
Kong to-- to u,Kong to to u,"'Cause somehow they also do understand and-- and it is quite fun, for them and for me to like, mixing these languages could-- 'cause uh some of my.. Chinese friend they-- they do think that it is like-- makes mores fun if, like, to have a conversation with a Canto-- people or a person in Hong Kong to-- to use some Cantonese words with while talking with them, yeah.",Cause somehow they also do understand and and it is quite fun for them and for me to like mixing these languages could cause uh some of my Chinese friend they they do think that it is like makes mores fun if like to have a conversation with a Canto people or a person in Hong Kong to to use some Cantonese words with while talking with them yeah
se.. in-- or E,se in or E,"Um, not necessarily Cantonese.. in-- or English, but just sometimes, when I.. um:: talking to a, Korean or like Japanese person, he-- even here in the United States, um, some of them may not know some specific English term well, which, if so happen I know the-- the words in-- in Korean or in-- in Japanese, I will supplement the::-- the term in Japanese or in Korean to make them oh:: realize oh:: okay that's what you are talking about. , you know?",Um not necessarily Cantonese in or English but just sometimes when I um talking to a Korean or like Japanese person he even here in the United States um some of them may not know some specific English term well which if so happen I know the the words in in Korean or in in Japanese I will supplement the the term in Japanese or in Korean to make them oh realize oh okay that's what you are talking about you know
"son, he-- even",son he even,"Um, not necessarily Cantonese.. in-- or English, but just sometimes, when I.. um:: talking to a, Korean or like Japanese person, he-- even here in the United States, um, some of them may not know some specific English term well, which, if so happen I know the-- the words in-- in Korean or in-- in Japanese, I will supplement the::-- the term in Japanese or in Korean to make them oh:: realize oh:: okay that's what you are talking about. , you know?",Um not necessarily Cantonese in or English but just sometimes when I um talking to a Korean or like Japanese person he even here in the United States um some of them may not know some specific English term well which if so happen I know the the words in in Korean or in in Japanese I will supplement the the term in Japanese or in Korean to make them oh realize oh okay that's what you are talking about you know
know the-- the ,know the the,"Um, not necessarily Cantonese.. in-- or English, but just sometimes, when I.. um:: talking to a, Korean or like Japanese person, he-- even here in the United States, um, some of them may not know some specific English term well, which, if so happen I know the-- the words in-- in Korean or in-- in Japanese, I will supplement the::-- the term in Japanese or in Korean to make them oh:: realize oh:: okay that's what you are talking about. , you know?",Um not necessarily Cantonese in or English but just sometimes when I um talking to a Korean or like Japanese person he even here in the United States um some of them may not know some specific English term well which if so happen I know the the words in in Korean or in in Japanese I will supplement the the term in Japanese or in Korean to make them oh realize oh okay that's what you are talking about you know
ords in-- in K,ords in in K,"Um, not necessarily Cantonese.. in-- or English, but just sometimes, when I.. um:: talking to a, Korean or like Japanese person, he-- even here in the United States, um, some of them may not know some specific English term well, which, if so happen I know the-- the words in-- in Korean or in-- in Japanese, I will supplement the::-- the term in Japanese or in Korean to make them oh:: realize oh:: okay that's what you are talking about. , you know?",Um not necessarily Cantonese in or English but just sometimes when I um talking to a Korean or like Japanese person he even here in the United States um some of them may not know some specific English term well which if so happen I know the the words in in Korean or in in Japanese I will supplement the the term in Japanese or in Korean to make them oh realize oh okay that's what you are talking about you know
n or in-- in J,n or in in J,"Um, not necessarily Cantonese.. in-- or English, but just sometimes, when I.. um:: talking to a, Korean or like Japanese person, he-- even here in the United States, um, some of them may not know some specific English term well, which, if so happen I know the-- the words in-- in Korean or in-- in Japanese, I will supplement the::-- the term in Japanese or in Korean to make them oh:: realize oh:: okay that's what you are talking about. , you know?",Um not necessarily Cantonese in or English but just sometimes when I um talking to a Korean or like Japanese person he even here in the United States um some of them may not know some specific English term well which if so happen I know the the words in in Korean or in in Japanese I will supplement the the term in Japanese or in Korean to make them oh realize oh okay that's what you are talking about you know
ment the::-- the ,ment the the,"Um, not necessarily Cantonese.. in-- or English, but just sometimes, when I.. um:: talking to a, Korean or like Japanese person, he-- even here in the United States, um, some of them may not know some specific English term well, which, if so happen I know the-- the words in-- in Korean or in-- in Japanese, I will supplement the::-- the term in Japanese or in Korean to make them oh:: realize oh:: okay that's what you are talking about. , you know?",Um not necessarily Cantonese in or English but just sometimes when I um talking to a Korean or like Japanese person he even here in the United States um some of them may not know some specific English term well which if so happen I know the the words in in Korean or in in Japanese I will supplement the the term in Japanese or in Korean to make them oh realize oh okay that's what you are talking about you know
 you like-- if y,you like if y,"So I think this is kind of like enough, if you like-- if you really... have some experience living in Hong Kong and we do share some, um, experience and we do share some um, uh commonalities to-- to be a Hong Konger, I think that's enough.",So I think this is kind of like enough if you like if you really have some experience living in Hong Kong and we do share some um experience and we do share some um uh commonalities to to be a Hong Konger I think that's enough
ties to-- to b,ties to to b,"So I think this is kind of like enough, if you like-- if you really... have some experience living in Hong Kong and we do share some, um, experience and we do share some um, uh commonalities to-- to be a Hong Konger, I think that's enough.",So I think this is kind of like enough if you like if you really have some experience living in Hong Kong and we do share some um experience and we do share some um uh commonalities to to be a Hong Konger I think that's enough
r me to-- to u,r me to to u,"Well for Japanese, um the main purpose for me to-- to use-- to learn Japanese is because uh, I'm really love to travel to Japan?",Well for Japanese um the main purpose for me to to use to learn Japanese is because uh I'm really love to travel to Japan
- to use-- to l,to use to l,"Well for Japanese, um the main purpose for me to-- to use-- to learn Japanese is because uh, I'm really love to travel to Japan?",Well for Japanese um the main purpose for me to to use to learn Japanese is because uh I'm really love to travel to Japan
 they-- they cou,they they cou," they-- they couldn't speak.. very.. fluent, or like, in standard Cantonese but.. I will still regard them as.. one of Hong Kongers too.",they they couldn't speak very fluent or like in standard Cantonese but I will still regard them as one of Hong Kongers too
they can-- even,they can even,"I hope that they can-- even they are not living in the city anymore, they still know.. how to speak Cantonese as part of um... a connection or a lineage of-- of this, culture I hope that they can like... bring, or like acquire this culture and-- and yeah, keep this lineage, even if they are in overseas, yeah.",I hope that they can even they are not living in the city anymore they still know how to speak Cantonese as part of um a connection or a lineage of of this culture I hope that they can like bring or like acquire this culture and and yeah keep this lineage even if they are in overseas yeah
eage of-- of t,eage of of t,"I hope that they can-- even they are not living in the city anymore, they still know.. how to speak Cantonese as part of um... a connection or a lineage of-- of this, culture I hope that they can like... bring, or like acquire this culture and-- and yeah, keep this lineage, even if they are in overseas, yeah.",I hope that they can even they are not living in the city anymore they still know how to speak Cantonese as part of um a connection or a lineage of of this culture I hope that they can like bring or like acquire this culture and and yeah keep this lineage even if they are in overseas yeah
ture and-- and ,ture and and,"I hope that they can-- even they are not living in the city anymore, they still know.. how to speak Cantonese as part of um... a connection or a lineage of-- of this, culture I hope that they can like... bring, or like acquire this culture and-- and yeah, keep this lineage, even if they are in overseas, yeah.",I hope that they can even they are not living in the city anymore they still know how to speak Cantonese as part of um a connection or a lineage of of this culture I hope that they can like bring or like acquire this culture and and yeah keep this lineage even if they are in overseas yeah
 kind of-- ,kind of, kind of-- ,kind of
", in Ninety-Nine Ranc",in Ninety Nine Ranc,"I will use Cantonese.. very specifically in the occasion that.. I'm interacting with, uh my friends.. from Hong Kong, or, um.. that I pretty sure he or she might understand Cantonese in the context of like, in a supermarket, in Ninety-Nine Ranch, in-- in San Gabriel Valley, or:: yeah in Monterey Park?",I will use Cantonese very specifically in the occasion that I'm interacting with uh my friends from Hong Kong or um that I pretty sure he or she might understand Cantonese in the context of like in a supermarket in Ninety Nine Ranch in in San Gabriel Valley or yeah in Monterey Park
"nch, in-- in S",nch in in S,"I will use Cantonese.. very specifically in the occasion that.. I'm interacting with, uh my friends.. from Hong Kong, or, um.. that I pretty sure he or she might understand Cantonese in the context of like, in a supermarket, in Ninety-Nine Ranch, in-- in San Gabriel Valley, or:: yeah in Monterey Park?",I will use Cantonese very specifically in the occasion that I'm interacting with uh my friends from Hong Kong or um that I pretty sure he or she might understand Cantonese in the context of like in a supermarket in Ninety Nine Ranch in in San Gabriel Valley or yeah in Monterey Park
"xts, or-- or f",xts or or f,"Uh but for the other contexts, or-- or for other places, uh where non-Chinese are dominant, then I will prob-- probably use English instead.",Uh but for the other contexts or or for other places uh where non Chinese are dominant then I will prob probably use English instead
here non-Chinese are ,here non Chinese are,"Uh but for the other contexts, or-- or for other places, uh where non-Chinese are dominant, then I will prob-- probably use English instead.",Uh but for the other contexts or or for other places uh where non Chinese are dominant then I will prob probably use English instead
will prob-- prob,will prob prob,"Uh but for the other contexts, or-- or for other places, uh where non-Chinese are dominant, then I will prob-- probably use English instead.",Uh but for the other contexts or or for other places uh where non Chinese are dominant then I will prob probably use English instead
nationality-wise ,nationality wise,nationality-wise ,nationality wise
-- ah ,ah,-- ah ,ah
-- eh:: ,eh,-- eh:: ,eh
Um for-- for Ca,Um for for Ca,"Um for-- for Cantonese I will mainly like interact using this, language with, uh:: my Hong Konger fellows?",Um for for Cantonese I will mainly like interact using this language with uh my Hong Konger fellows
"kind of,-- part",kind of part,"So, uh yeah I would regard this kind of,-- part of like, um... to-- to reflect that how-- how willing you are to-- to become a Hong Konger, or-- or how willing you are to,accept your new identity which is being a::-- a Hong Konger.","So uh yeah I would regard this kind of part of like um to to reflect that how how willing you are to to become a Hong Konger or or how willing you are to,accept your new identity which is being a a Hong Konger"
m... to-- to r,m to to r,"So, uh yeah I would regard this kind of,-- part of like, um... to-- to reflect that how-- how willing you are to-- to become a Hong Konger, or-- or how willing you are to,accept your new identity which is being a::-- a Hong Konger.","So uh yeah I would regard this kind of part of like um to to reflect that how how willing you are to to become a Hong Konger or or how willing you are to,accept your new identity which is being a a Hong Konger"
